gene_id	go_id	go_ontology	go_term
HIS92_RS00400	GO:0030170	MF	pyridoxal phosphate binding
HIS92_RS00400	GO:0003674	MF	molecular_function
HIS92_RS00400	GO:0005488	MF	binding
HIS92_RS00400	GO:0008144	MF	drug binding
HIS92_RS00400	GO:0019842	MF	vitamin binding
HIS92_RS00400	GO:0036094	MF	small molecule binding
HIS92_RS00400	GO:0043167	MF	ion binding
HIS92_RS00400	GO:0043168	MF	anion binding
HIS92_RS00400	GO:0048037	MF	cofactor binding
HIS92_RS00400	GO:0050662	MF	coenzyme binding
HIS92_RS00400	GO:0070279	MF	vitamin B6 binding
HIS92_RS00400	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00400	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00410	GO:0015937	BP	coenzyme A biosynthetic process
HIS92_RS00410	GO:0008152	BP	metabolic process
HIS92_RS00410	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS00410	GO:0006163	BP	purine nucleotide metabolic process
HIS92_RS00410	GO:0006164	BP	purine nucleotide biosynthetic process
HIS92_RS00410	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS00410	GO:0006732	BP	coenzyme metabolic process
HIS92_RS00410	GO:0006753	BP	nucleoside phosphate metabolic process
HIS92_RS00410	GO:0006793	BP	phosphorus metabolic process
HIS92_RS00410	GO:0006796	BP	phosphate-containing compound metabolic process
HIS92_RS00410	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS00410	GO:0008150	BP	biological_process
HIS92_RS00410	GO:0009058	BP	biosynthetic process
HIS92_RS00410	GO:0009108	BP	coenzyme biosynthetic process
HIS92_RS00410	GO:0009117	BP	nucleotide metabolic process
HIS92_RS00410	GO:0009150	BP	purine ribonucleotide metabolic process
HIS92_RS00410	GO:0009152	BP	purine ribonucleotide biosynthetic process
HIS92_RS00410	GO:0009165	BP	nucleotide biosynthetic process
HIS92_RS00410	GO:0009259	BP	ribonucleotide metabolic process
HIS92_RS00410	GO:0009260	BP	ribonucleotide biosynthetic process
HIS92_RS00410	GO:0009987	BP	cellular process
HIS92_RS00410	GO:0015936	BP	coenzyme A metabolic process
HIS92_RS00410	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS00410	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS00410	GO:0019637	BP	organophosphate metabolic process
HIS92_RS00410	GO:0019693	BP	ribose phosphate metabolic process
HIS92_RS00410	GO:0033865	BP	nucleoside bisphosphate metabolic process
HIS92_RS00410	GO:0033866	BP	nucleoside bisphosphate biosynthetic process
HIS92_RS00410	GO:0033875	BP	ribonucleoside bisphosphate metabolic process
HIS92_RS00410	GO:0034030	BP	ribonucleoside bisphosphate biosynthetic process
HIS92_RS00410	GO:0034032	BP	purine nucleoside bisphosphate metabolic process
HIS92_RS00410	GO:0034033	BP	purine nucleoside bisphosphate biosynthetic process
HIS92_RS00410	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS00410	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS00410	GO:0044237	BP	cellular metabolic process
HIS92_RS00410	GO:0044238	BP	primary metabolic process
HIS92_RS00410	GO:0044249	BP	cellular biosynthetic process
HIS92_RS00410	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS00410	GO:0044281	BP	small molecule metabolic process
HIS92_RS00410	GO:0046390	BP	ribose phosphate biosynthetic process
HIS92_RS00410	GO:0046483	BP	heterocycle metabolic process
HIS92_RS00410	GO:0051186	BP	cofactor metabolic process
HIS92_RS00410	GO:0051188	BP	cofactor biosynthetic process
HIS92_RS00410	GO:0055086	BP	nucleobase-containing small molecule metabolic process
HIS92_RS00410	GO:0071704	BP	organic substance metabolic process
HIS92_RS00410	GO:0072521	BP	purine-containing compound metabolic process
HIS92_RS00410	GO:0072522	BP	purine-containing compound biosynthetic process
HIS92_RS00410	GO:0090407	BP	organophosphate biosynthetic process
HIS92_RS00410	GO:1901135	BP	carbohydrate derivative metabolic process
HIS92_RS00410	GO:1901137	BP	carbohydrate derivative biosynthetic process
HIS92_RS00410	GO:1901293	BP	nucleoside phosphate biosynthetic process
HIS92_RS00410	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS00410	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS00410	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS00410	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS00410	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS00410	GO:0004594	MF	pantothenate kinase activity
HIS92_RS00410	GO:0005524	MF	ATP binding
HIS92_RS00410	GO:0003674	MF	molecular_function
HIS92_RS00410	GO:0003824	MF	catalytic activity
HIS92_RS00410	GO:0016301	MF	kinase activity
HIS92_RS00410	GO:0016740	MF	transferase activity
HIS92_RS00410	GO:0016772	MF	transferase activity, transferring phosphorus-containing groups
HIS92_RS00410	GO:0016773	MF	phosphotransferase activity, alcohol group as acceptor
HIS92_RS00410	GO:0000166	MF	nucleotide binding
HIS92_RS00410	GO:0005488	MF	binding
HIS92_RS00410	GO:0008144	MF	drug binding
HIS92_RS00410	GO:0017076	MF	purine nucleotide binding
HIS92_RS00410	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS00410	GO:0032553	MF	ribonucleotide binding
HIS92_RS00410	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS00410	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS00410	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS00410	GO:0036094	MF	small molecule binding
HIS92_RS00410	GO:0043167	MF	ion binding
HIS92_RS00410	GO:0043168	MF	anion binding
HIS92_RS00410	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00410	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS00410	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS00410	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00460	GO:0055114	BP	oxidation-reduction process
HIS92_RS00460	GO:0008152	BP	metabolic process
HIS92_RS00460	GO:0008150	BP	biological_process
HIS92_RS00460	GO:0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
HIS92_RS00460	GO:0003674	MF	molecular_function
HIS92_RS00460	GO:0003824	MF	catalytic activity
HIS92_RS00460	GO:0016491	MF	oxidoreductase activity
HIS92_RS00465	GO:0006810	BP	transport
HIS92_RS00465	GO:0008150	BP	biological_process
HIS92_RS00465	GO:0051179	BP	localization
HIS92_RS00465	GO:0051234	BP	establishment of localization
HIS92_RS00465	GO:0016020	CC	membrane
HIS92_RS00465	GO:0005575	CC	cellular_component
HIS92_RS00475	GO:0005524	MF	ATP binding
HIS92_RS00475	GO:0016887	MF	ATPase activity
HIS92_RS00475	GO:0000166	MF	nucleotide binding
HIS92_RS00475	GO:0003674	MF	molecular_function
HIS92_RS00475	GO:0005488	MF	binding
HIS92_RS00475	GO:0008144	MF	drug binding
HIS92_RS00475	GO:0017076	MF	purine nucleotide binding
HIS92_RS00475	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS00475	GO:0032553	MF	ribonucleotide binding
HIS92_RS00475	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS00475	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS00475	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS00475	GO:0036094	MF	small molecule binding
HIS92_RS00475	GO:0043167	MF	ion binding
HIS92_RS00475	GO:0043168	MF	anion binding
HIS92_RS00475	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00475	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS00475	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS00475	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00475	GO:0003824	MF	catalytic activity
HIS92_RS00475	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS00475	GO:0016462	MF	pyrophosphatase activity
HIS92_RS00475	GO:0016787	MF	hydrolase activity
HIS92_RS00475	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
HIS92_RS00475	GO:0016818	MF	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
HIS92_RS00490	GO:0005515	MF	protein binding
HIS92_RS00490	GO:0003674	MF	molecular_function
HIS92_RS00490	GO:0005488	MF	binding
HIS92_RS00500	GO:0046677	BP	response to antibiotic
HIS92_RS00500	GO:0008150	BP	biological_process
HIS92_RS00500	GO:0042221	BP	response to chemical
HIS92_RS00500	GO:0050896	BP	response to stimulus
HIS92_RS00500	GO:0046353	MF	aminoglycoside 3-N-acetyltransferase activity
HIS92_RS00500	GO:0003674	MF	molecular_function
HIS92_RS00500	GO:0003824	MF	catalytic activity
HIS92_RS00500	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS00500	GO:0016407	MF	acetyltransferase activity
HIS92_RS00500	GO:0016410	MF	N-acyltransferase activity
HIS92_RS00500	GO:0016740	MF	transferase activity
HIS92_RS00500	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS00500	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS00500	GO:0034069	MF	aminoglycoside N-acetyltransferase activity
HIS92_RS00505	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS00505	GO:0003674	MF	molecular_function
HIS92_RS00505	GO:0003824	MF	catalytic activity
HIS92_RS00505	GO:0016407	MF	acetyltransferase activity
HIS92_RS00505	GO:0016410	MF	N-acyltransferase activity
HIS92_RS00505	GO:0016740	MF	transferase activity
HIS92_RS00505	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS00505	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS00525	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS00525	GO:0003674	MF	molecular_function
HIS92_RS00525	GO:0003824	MF	catalytic activity
HIS92_RS00525	GO:0016407	MF	acetyltransferase activity
HIS92_RS00525	GO:0016410	MF	N-acyltransferase activity
HIS92_RS00525	GO:0016740	MF	transferase activity
HIS92_RS00525	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS00525	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS00535	GO:0005488	MF	binding
HIS92_RS00535	GO:0003674	MF	molecular_function
HIS92_RS00560	GO:0005975	BP	carbohydrate metabolic process
HIS92_RS00560	GO:0008152	BP	metabolic process
HIS92_RS00560	GO:0008150	BP	biological_process
HIS92_RS00560	GO:0044238	BP	primary metabolic process
HIS92_RS00560	GO:0071704	BP	organic substance metabolic process
HIS92_RS00560	GO:0016810	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
HIS92_RS00560	GO:0003824	MF	catalytic activity
HIS92_RS00560	GO:0003674	MF	molecular_function
HIS92_RS00560	GO:0016787	MF	hydrolase activity
HIS92_RS00580	GO:0016021	CC	integral component of membrane
HIS92_RS00580	GO:0005575	CC	cellular_component
HIS92_RS00580	GO:0016020	CC	membrane
HIS92_RS00580	GO:0031224	CC	intrinsic component of membrane
HIS92_RS00580	GO:0044425	CC	membrane part
HIS92_RS00585	GO:0008152	BP	metabolic process
HIS92_RS00585	GO:0008150	BP	biological_process
HIS92_RS00585	GO:0008484	MF	sulfuric ester hydrolase activity
HIS92_RS00585	GO:0003824	MF	catalytic activity
HIS92_RS00585	GO:0003674	MF	molecular_function
HIS92_RS00585	GO:0016787	MF	hydrolase activity
HIS92_RS00585	GO:0016788	MF	hydrolase activity, acting on ester bonds
HIS92_RS00590	GO:0005524	MF	ATP binding
HIS92_RS00590	GO:0016887	MF	ATPase activity
HIS92_RS00590	GO:0000166	MF	nucleotide binding
HIS92_RS00590	GO:0003674	MF	molecular_function
HIS92_RS00590	GO:0005488	MF	binding
HIS92_RS00590	GO:0008144	MF	drug binding
HIS92_RS00590	GO:0017076	MF	purine nucleotide binding
HIS92_RS00590	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS00590	GO:0032553	MF	ribonucleotide binding
HIS92_RS00590	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS00590	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS00590	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS00590	GO:0036094	MF	small molecule binding
HIS92_RS00590	GO:0043167	MF	ion binding
HIS92_RS00590	GO:0043168	MF	anion binding
HIS92_RS00590	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00590	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS00590	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS00590	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00590	GO:0003824	MF	catalytic activity
HIS92_RS00590	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS00590	GO:0016462	MF	pyrophosphatase activity
HIS92_RS00590	GO:0016787	MF	hydrolase activity
HIS92_RS00590	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
HIS92_RS00590	GO:0016818	MF	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
HIS92_RS00595	GO:0016020	CC	membrane
HIS92_RS00595	GO:0005575	CC	cellular_component
HIS92_RS00600	GO:0003677	MF	DNA binding
HIS92_RS00600	GO:0003674	MF	molecular_function
HIS92_RS00600	GO:0003676	MF	nucleic acid binding
HIS92_RS00600	GO:0005488	MF	binding
HIS92_RS00600	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00600	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00610	GO:0003824	MF	catalytic activity
HIS92_RS00610	GO:0016765	MF	transferase activity, transferring alkyl or aryl (other than methyl) groups
HIS92_RS00610	GO:0003674	MF	molecular_function
HIS92_RS00610	GO:0016740	MF	transferase activity
HIS92_RS00615	GO:0055114	BP	oxidation-reduction process
HIS92_RS00615	GO:0006571	BP	tyrosine biosynthetic process
HIS92_RS00615	GO:0008152	BP	metabolic process
HIS92_RS00615	GO:0008150	BP	biological_process
HIS92_RS00615	GO:0006082	BP	organic acid metabolic process
HIS92_RS00615	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS00615	GO:0006570	BP	tyrosine metabolic process
HIS92_RS00615	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS00615	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS00615	GO:0008652	BP	cellular amino acid biosynthetic process
HIS92_RS00615	GO:0009058	BP	biosynthetic process
HIS92_RS00615	GO:0009072	BP	aromatic amino acid family metabolic process
HIS92_RS00615	GO:0009073	BP	aromatic amino acid family biosynthetic process
HIS92_RS00615	GO:0009095	BP	aromatic amino acid family biosynthetic process, prephenate pathway
HIS92_RS00615	GO:0009987	BP	cellular process
HIS92_RS00615	GO:0016053	BP	organic acid biosynthetic process
HIS92_RS00615	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS00615	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS00615	GO:0043436	BP	oxoacid metabolic process
HIS92_RS00615	GO:0044237	BP	cellular metabolic process
HIS92_RS00615	GO:0044238	BP	primary metabolic process
HIS92_RS00615	GO:0044249	BP	cellular biosynthetic process
HIS92_RS00615	GO:0044281	BP	small molecule metabolic process
HIS92_RS00615	GO:0044283	BP	small molecule biosynthetic process
HIS92_RS00615	GO:0046394	BP	carboxylic acid biosynthetic process
HIS92_RS00615	GO:0071704	BP	organic substance metabolic process
HIS92_RS00615	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS00615	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS00615	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS00615	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS00615	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS00615	GO:1901605	BP	alpha-amino acid metabolic process
HIS92_RS00615	GO:1901607	BP	alpha-amino acid biosynthetic process
HIS92_RS00615	GO:0004665	MF	prephenate dehydrogenase (NADP+) activity
HIS92_RS00615	GO:0008977	MF	prephenate dehydrogenase (NAD+) activity
HIS92_RS00615	GO:0003674	MF	molecular_function
HIS92_RS00615	GO:0003824	MF	catalytic activity
HIS92_RS00615	GO:0016491	MF	oxidoreductase activity
HIS92_RS00615	GO:0016627	MF	oxidoreductase activity, acting on the CH-CH group of donors
HIS92_RS00615	GO:0016628	MF	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
HIS92_RS00620	GO:0009058	BP	biosynthetic process
HIS92_RS00620	GO:0008152	BP	metabolic process
HIS92_RS00620	GO:0008150	BP	biological_process
HIS92_RS00620	GO:0030170	MF	pyridoxal phosphate binding
HIS92_RS00620	GO:0003674	MF	molecular_function
HIS92_RS00620	GO:0005488	MF	binding
HIS92_RS00620	GO:0008144	MF	drug binding
HIS92_RS00620	GO:0019842	MF	vitamin binding
HIS92_RS00620	GO:0036094	MF	small molecule binding
HIS92_RS00620	GO:0043167	MF	ion binding
HIS92_RS00620	GO:0043168	MF	anion binding
HIS92_RS00620	GO:0048037	MF	cofactor binding
HIS92_RS00620	GO:0050662	MF	coenzyme binding
HIS92_RS00620	GO:0070279	MF	vitamin B6 binding
HIS92_RS00620	GO:0097159	MF	organic cyclic compound binding
HIS92_RS00620	GO:1901363	MF	heterocyclic compound binding
HIS92_RS00625	GO:0009073	BP	aromatic amino acid family biosynthetic process
HIS92_RS00625	GO:0008152	BP	metabolic process
HIS92_RS00625	GO:0006082	BP	organic acid metabolic process
HIS92_RS00625	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS00625	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS00625	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS00625	GO:0008150	BP	biological_process
HIS92_RS00625	GO:0008652	BP	cellular amino acid biosynthetic process
HIS92_RS00625	GO:0009058	BP	biosynthetic process
HIS92_RS00625	GO:0009072	BP	aromatic amino acid family metabolic process
HIS92_RS00625	GO:0009987	BP	cellular process
HIS92_RS00625	GO:0016053	BP	organic acid biosynthetic process
HIS92_RS00625	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS00625	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS00625	GO:0043436	BP	oxoacid metabolic process
HIS92_RS00625	GO:0044237	BP	cellular metabolic process
HIS92_RS00625	GO:0044238	BP	primary metabolic process
HIS92_RS00625	GO:0044249	BP	cellular biosynthetic process
HIS92_RS00625	GO:0044281	BP	small molecule metabolic process
HIS92_RS00625	GO:0044283	BP	small molecule biosynthetic process
HIS92_RS00625	GO:0046394	BP	carboxylic acid biosynthetic process
HIS92_RS00625	GO:0071704	BP	organic substance metabolic process
HIS92_RS00625	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS00625	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS00625	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS00625	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS00625	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS00625	GO:0004107	MF	chorismate synthase activity
HIS92_RS00625	GO:0003674	MF	molecular_function
HIS92_RS00625	GO:0003824	MF	catalytic activity
HIS92_RS00625	GO:0016829	MF	lyase activity
HIS92_RS00625	GO:0016835	MF	carbon-oxygen lyase activity
HIS92_RS00625	GO:0016838	MF	carbon-oxygen lyase activity, acting on phosphates
HIS92_RS00630	GO:0046417	BP	chorismate metabolic process
HIS92_RS00630	GO:0009058	BP	biosynthetic process
HIS92_RS00630	GO:0008152	BP	metabolic process
HIS92_RS00630	GO:0006082	BP	organic acid metabolic process
HIS92_RS00630	GO:0008150	BP	biological_process
HIS92_RS00630	GO:0009987	BP	cellular process
HIS92_RS00630	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS00630	GO:0043436	BP	oxoacid metabolic process
