Geneid	Chr	Start	End	Strand	Length	pDG7_M-t0-3	pDG7-t0-3	pDG_M-t0-3	pDG-t0-3
HIS92_RS01760	NZ_CP051858.1	346239	348314	-	2076	29	40	26	46
HIS92_RS01765	NZ_CP051858.1	349329	349652	-	324	17	22	17	15
HIS92_RS01770	NZ_CP051858.1	349673	350143	-	471	18	15	34	14
HIS92_RS01775	NZ_CP051858.1	350415	351089	+	675	49	106	42	116
HIS92_RS01780	NZ_CP051858.1	351086	352459	+	1374	204	285	73	258
HIS92_RS01785	NZ_CP051858.1	352653	352868	-	216	110	103	116	53
HIS92_RS01790	NZ_CP051858.1	353216	354661	-	1446	986	1656	452	1557
HIS92_RS01795	NZ_CP051858.1	355299	356183	-	885	8	12	17	14
HIS92_RS01800	NZ_CP051858.1	356543	357880	+	1338	218	206	298	187
HIS92_RS01805	NZ_CP051858.1	358239	358817	+	579	9	9	10	5
HIS92_RS01810	NZ_CP051858.1	358933	360720	+	1788	206	292	133	320
HIS92_RS01815	NZ_CP051858.1	361194	361391	-	198	6	7	3	3
HIS92_RS01820	NZ_CP051858.1	361431	362777	-	1347	15	24	5	24
HIS92_RS01825	NZ_CP051858.1	363341	365170	-	1830	126	152	84	127
HIS92_RS01830	NZ_CP051858.1	365187	365948	-	762	28	35	21	48
HIS92_RS01835	NZ_CP051858.1	366196	367272	-	1077	168	169	47	167
HIS92_RS01840	NZ_CP051858.1	367269	367955	-	687	85	99	21	84
HIS92_RS01845	NZ_CP051858.1	368147	369097	-	951	26	37	10	22
HIS92_RS01850	NZ_CP051858.1	369462	369890	-	429	20	53	17	30
HIS92_RS01855	NZ_CP051858.1	370563	372674	+	2112	1824	1299	755	1207
HIS92_RS01860	NZ_CP051858.1	372886	376083	-	3198	83	65	55	72
HIS92_RS01865	NZ_CP051858.1	376668	378146	-	1479	133	181	102	129
HIS92_RS01870	NZ_CP051858.1	378543	379139	+	597	2	1	3	4
HIS92_RS01875	NZ_CP051858.1	379225	380220	-	996	751	912	293	900
HIS92_RS01880	NZ_CP051858.1	380491	381723	-	1233	43	59	24	57
HIS92_RS01885	NZ_CP051858.1	382026	382439	-	414	23	40	12	45
HIS92_RS01890	NZ_CP051858.1	382611	383369	-	759	10	16	1	12
HIS92_RS01895	NZ_CP051858.1	383731	384651	-	921	5	4	1	3
HIS92_RS01900	NZ_CP051858.1	384867	385448	+	582	0	1	1	1
HIS92_RS01905	NZ_CP051858.1	385599	386702	+	1104	4274	7225	897	6707
HIS92_RS01910	NZ_CP051858.1	386753	387424	-	672	25	22	14	13
HIS92_RS01915	NZ_CP051858.1	387424	388488	-	1065	43	12	32	26
HIS92_RS01920	NZ_CP051858.1	388673	389296	+	624	37	105	35	120
HIS92_RS01925	NZ_CP051858.1	389365	390624	+	1260	14	15	30	21
HIS92_RS01930	NZ_CP051858.1	390758	391228	-	471	24	63	11	42
HIS92_RS01935	NZ_CP051858.1	391431	392807	-	1377	155	164	158	170
HIS92_RS01940	NZ_CP051858.1	392809	393486	-	678	37	59	45	63
HIS92_RS01945	NZ_CP051858.1	393648	394313	-	666	6	4	6	2
HIS92_RS01950	NZ_CP051858.1	394428	394880	+	453	24	41	66	74
HIS92_RS01955	NZ_CP051858.1	394906	395424	+	519	30	23	44	25
HIS92_RS01960	NZ_CP051858.1	395448	396071	+	624	59	79	116	112
HIS92_RS01965	NZ_CP051858.1	396285	397124	-	840	1009	1064	243	1214
HIS92_RS01970	NZ_CP051858.1	397456	398097	-	642	441	487	89	327
HIS92_RS01975	NZ_CP051858.1	398580	398975	+	396	30	53	24	63
HIS92_RS01980	NZ_CP051858.1	399366	399875	-	510	71	158	26	122
HIS92_RS01985	NZ_CP051858.1	400018	401265	-	1248	1064	1091	461	1030
HIS92_RS01990	NZ_CP051858.1	401279	402451	-	1173	90	118	118	112
HIS92_RS01995	NZ_CP051858.1	402464	403546	-	1083	87	79	148	114
HIS92_RS02000	NZ_CP051858.1	403756	403947	-	192	72	48	8	42
HIS92_RS02005	NZ_CP051858.1	404037	405104	-	1068	139	419	86	408
HIS92_RS02010	NZ_CP051858.1	405306	405545	-	240	126	188	74	173
HIS92_RS02015	NZ_CP051858.1	405839	406666	-	828	172	254	159	264
HIS92_RS02020	NZ_CP051858.1	407219	409609	-	2391	12	29	23	25
HIS92_RS02025	NZ_CP051858.1	409685	410527	-	843	1	10	2	5
HIS92_RS02030	NZ_CP051858.1	410903	412681	-	1779	828	2845	346	2153
HIS92_RS02035	NZ_CP051858.1	412958	413233	+	276	18	7	16	24
HIS92_RS02040	NZ_CP051858.1	413390	413971	-	582	194	186	159	228
HIS92_RS02045	NZ_CP051858.1	414194	415444	+	1251	19	16	50	3
HIS92_RS02050	NZ_CP051858.1	415589	416047	-	459	23	33	0	38
HIS92_RS02055	NZ_CP051858.1	416203	417159	-	957	4	8	2	6
HIS92_RS02060	NZ_CP051858.1	417216	417545	-	330	0	0	1	0
HIS92_RS02065	NZ_CP051858.1	417647	417985	-	339	7	0	0	0
HIS92_RS02070	NZ_CP051858.1	418113	418487	-	375	20	11	4	17
HIS92_RS02075	NZ_CP051858.1	418591	419079	-	489	28	16	8	17
HIS92_RS02080	NZ_CP051858.1	419306	420013	+	708	244	333	117	304
HIS92_RS02085	NZ_CP051858.1	420125	420451	-	327	857	361	310	710
HIS92_RS02090	NZ_CP051858.1	421244	421699	-	456	22	19	13	38
HIS92_RS02095	NZ_CP051858.1	421724	422122	-	399	3	7	2	2
HIS92_RS02100	NZ_CP051858.1	422337	422813	-	477	103	98	19	95
HIS92_RS02105	NZ_CP051858.1	422849	423277	-	429	21	38	5	30
HIS92_RS02110	NZ_CP051858.1	423274	424014	-	741	29	38	12	44
HIS92_RS02115	NZ_CP051858.1	424194	424907	-	714	81	98	33	64
HIS92_RS02120	NZ_CP051858.1	424927	425706	-	780	38	38	31	44
HIS92_RS02125	NZ_CP051858.1	425755	426348	-	594	28	29	28	35
HIS92_RS02130	NZ_CP051858.1	426474	427183	-	710	3	1	0	1
HIS92_RS02135	NZ_CP051858.1	427184	427363	-	180	346	520	67	513
HIS92_RS02140	NZ_CP051858.1	427713	428150	-	438	345	854	143	962
HIS92_RS02145	NZ_CP051858.1	428156	429781	-	1626	101	227	65	248
HIS92_RS02150	NZ_CP051858.1	429815	430141	-	327	2	2	2	1
HIS92_RS02155	NZ_CP051858.1	430141	430860	-	720	7	1	2	18
HIS92_RS02160	NZ_CP051858.1	430883	431188	-	306	2	0	0	1
HIS92_RS02165	NZ_CP051858.1	431215	431637	-	423	3	3	4	5
HIS92_RS02170	NZ_CP051858.1	432239	432958	-	720	855	902	184	756
HIS92_RS02175	NZ_CP051858.1	433019	434197	-	1179	1273	1654	517	1380
HIS92_RS02180	NZ_CP051858.1	434852	435052	-	201	81	83	38	76
HIS92_RS02185	NZ_CP051858.1	435036	436232	-	1197	217	322	183	313
HIS92_RS02190	NZ_CP051858.1	436345	436572	-	228	122	12	65	33
HIS92_RS02195	NZ_CP051858.1	436634	437536	-	903	271	135	384	248
HIS92_RS02200	NZ_CP051858.1	437726	438142	+	417	370	387	460	344
HIS92_RS02205	NZ_CP051858.1	438158	439357	+	1200	695	725	854	610
HIS92_RS02210	NZ_CP051858.1	439458	440717	+	1260	257	408	180	369
HIS92_RS02215	NZ_CP051858.1	441456	442823	-	1368	16	47	22	35
HIS92_RS02220	NZ_CP051858.1	442947	443051	+	105	0	0	0	0
HIS92_RS02225	NZ_CP051858.1	443114	443467	-	354	9	20	6	10
HIS92_RS02230	NZ_CP051858.1	443464	444039	-	576	12	25	9	24
HIS92_RS02235	NZ_CP051858.1	444063	444452	-	390	10	13	4	18
HIS92_RS02240	NZ_CP051858.1	444716	444973	-	258	32	50	27	58
HIS92_RS02245	NZ_CP051858.1	445304	445495	+	192	13	8	4	6
HIS92_RS02250	NZ_CP051858.1	445526	446248	-	723	56	90	30	162
HIS92_RS02255	NZ_CP051858.1	446431	447132	-	702	65	53	47	57
HIS92_RS02260	NZ_CP051858.1	447105	448766	-	1662	92	105	64	132
HIS92_RS02265	NZ_CP051858.1	448739	449617	-	879	19	26	11	25
HIS92_RS02270	NZ_CP051858.1	449640	450458	-	819	89	185	78	180
HIS92_RS02275	NZ_CP051858.1	450516	452402	-	1887	898	1910	651	1898
HIS92_RS02280	NZ_CP051858.1	452742	453221	-	480	13	32	12	31
HIS92_RS02285	NZ_CP051858.1	453421	454851	+	1431	8	9	5	4
HIS92_RS02290	NZ_CP051858.1	454998	455825	-	828	549	701	187	699
HIS92_RS02295	NZ_CP051858.1	456325	456681	-	357	0	1	1	4
HIS92_RS02300	NZ_CP051858.1	456892	457770	-	879	14	19	2	31
HIS92_RS02305	NZ_CP051858.1	458295	458771	-	477	126	190	34	184
HIS92_RS02310	NZ_CP051858.1	459112	460389	+	1278	24	28	14	29
HIS92_RS02315	NZ_CP051858.1	460552	460863	+	312	0	0	0	0
HIS92_RS02320	NZ_CP051858.1	461086	461685	+	600	6	7	8	10
HIS92_RS02325	NZ_CP051858.1	461847	462227	-	381	41	105	29	105
HIS92_RS02330	NZ_CP051858.1	462356	463039	+	684	242	346	65	342
HIS92_RS02335	NZ_CP051858.1	463195	463476	+	282	229	168	53	180
HIS92_RS02340	NZ_CP051858.1	463527	464585	-	1059	11	11	11	18
HIS92_RS02345	NZ_CP051858.1	464868	465344	+	477	18	18	11	9
HIS92_RS02350	NZ_CP051858.1	465416	466354	+	939	4	9	9	10
HIS92_RS02355	NZ_CP051858.1	466417	467139	-	723	5	6	1	7
HIS92_RS02360	NZ_CP051858.1	467477	468235	-	759	17	33	11	47
HIS92_RS02365	NZ_CP051858.1	468293	469951	-	1659	65	219	31	209
HIS92_RS02370	NZ_CP051858.1	469944	470669	-	726	22	135	15	86
HIS92_RS02375	NZ_CP051858.1	470758	470952	-	195	2	1	1	1
HIS92_RS02380	NZ_CP051858.1	471132	471491	+	360	2	44	3	35
HIS92_RS02385	NZ_CP051858.1	471479	471682	+	204	3	7	3	3
HIS92_RS02390	NZ_CP051858.1	471730	472695	-	966	602	656	149	586
HIS92_RS02395	NZ_CP051858.1	472925	473635	-	711	371	555	108	464
HIS92_RS02400	NZ_CP051858.1	473723	474745	-	1023	931	1047	259	1090
HIS92_RS02405	NZ_CP051858.1	475011	475733	-	723	67	65	17	77
HIS92_RS02410	NZ_CP051858.1	475857	476696	+	840	12	60	11	48
HIS92_RS02415	NZ_CP051858.1	476714	477163	+	450	22	33	1	35
HIS92_RS02420	NZ_CP051858.1	477256	477510	-	255	44	7	5	4
HIS92_RS02425	NZ_CP051858.1	477601	477981	-	381	38	61	8	29
HIS92_RS02430	NZ_CP051858.1	478043	479071	-	1029	81	119	24	85
HIS92_RS02435	NZ_CP051858.1	479194	480387	-	1194	9	9	11	8
HIS92_RS02440	NZ_CP051858.1	480444	481007	-	564	8	2	7	7
HIS92_RS02445	NZ_CP051858.1	481381	483870	-	2490	237	258	76	253
HIS92_RS02450	NZ_CP051858.1	483867	484625	-	759	21	46	9	47
HIS92_RS02455	NZ_CP051858.1	484618	484767	-	150	0	2	0	1
HIS92_RS02460	NZ_CP051858.1	484823	485869	-	1047	11	18	0	16
HIS92_RS02465	NZ_CP051858.1	486219	487376	+	1158	169	427	62	358
HIS92_RS02470	NZ_CP051858.1	487405	488526	-	1122	303	549	224	491
HIS92_RS02475	NZ_CP051858.1	488590	488838	-	249	81	184	91	155
HIS92_RS02480	NZ_CP051858.1	489048	489509	+	462	24	34	8	24
HIS92_RS02485	NZ_CP051858.1	489789	489932	+	144	204	308	212	411
HIS92_RS02490	NZ_CP051858.1	490146	491897	-	1752	5	5	6	1
HIS92_RS02495	NZ_CP051858.1	492032	492493	-	462	1	6	1	4
HIS92_RS02500	NZ_CP051858.1	492527	492796	-	270	0	0	0	0
HIS92_RS02505	NZ_CP051858.1	492835	493377	-	543	0	1	3	2
HIS92_RS02510	NZ_CP051858.1	493490	494686	+	1197	8	25	15	27
HIS92_RS02515	NZ_CP051858.1	494769	495683	-	915	67	84	42	77
HIS92_RS02520	NZ_CP051858.1	495981	496361	+	381	2	1	2	0
HIS92_RS02525	NZ_CP051858.1	496438	496665	+	228	1	0	2	0
HIS92_RS02530	NZ_CP051858.1	496761	497309	-	549	845	709	190	720
HIS92_RS02535	NZ_CP051858.1	497510	497929	-	420	75	70	39	61
HIS92_RS02540	NZ_CP051858.1	497982	499310	-	1329	1484	1601	1038	1767
HIS92_RS02545	NZ_CP051858.1	499430	499837	-	408	247	248	168	286
HIS92_RS02550	NZ_CP051858.1	500300	501184	+	885	104	175	68	218
HIS92_RS02555	NZ_CP051858.1	501202	501453	-	252	26	10	8	10
HIS92_RS02560	NZ_CP051858.1	501545	501889	-	345	21	38	27	43
HIS92_RS02565	NZ_CP051858.1	501909	502730	-	822	35	106	53	99
HIS92_RS02570	NZ_CP051858.1	502926	503102	+	177	2	2	0	3
HIS92_RS02575	NZ_CP051858.1	503169	504230	-	1062	265	344	139	372
HIS92_RS02580	NZ_CP051858.1	504357	505880	-	1524	41	35	58	48
HIS92_RS02585	NZ_CP051858.1	506208	506876	-	669	22	38	38	32
HIS92_RS02590	NZ_CP051858.1	506986	507879	-	894	25	23	46	18
HIS92_RS02595	NZ_CP051858.1	507992	509986	-	1995	30	30	89	42
HIS92_RS02600	NZ_CP051858.1	510026	511510	-	1485	21	16	53	33
HIS92_RS02605	NZ_CP051858.1	511933	512448	-	516	27	22	16	24
HIS92_RS02610	NZ_CP051858.1	512946	513317	-	372	12	24	16	43
HIS92_RS02615	NZ_CP051858.1	513808	513933	+	126	0	0	0	0
HIS92_RS02620	NZ_CP051858.1	514099	515418	-	1320	9007	13539	2811	12204
HIS92_RS02625	NZ_CP051858.1	516378	517067	-	690	86	73	101	75
HIS92_RS02630	NZ_CP051858.1	517140	517472	-	333	33	32	24	35
HIS92_RS02635	NZ_CP051858.1	517601	518014	-	414	129	65	67	95
HIS92_RS02640	NZ_CP051858.1	518204	518338	-	135	15	11	14	5
HIS92_RS02645	NZ_CP051858.1	518386	518781	-	396	32	36	55	30
HIS92_RS02650	NZ_CP051858.1	519403	519747	+	345	111	184	99	220
HIS92_RS02655	NZ_CP051858.1	519824	520561	-	738	167	371	196	366
HIS92_RS02660	NZ_CP051858.1	520594	521655	-	1062	152	391	172	353
HIS92_RS02665	NZ_CP051858.1	521888	522304	+	417	8	8	14	6
HIS92_RS02670	NZ_CP051858.1	522465	523841	-	1377	69	77	45	68
HIS92_RS02675	NZ_CP051858.1	524209	524775	-	567	18	14	12	20
HIS92_RS02680	NZ_CP051858.1	524791	525615	-	825	6	13	11	17
HIS92_RS02685	NZ_CP051858.1	525644	526201	-	558	4	2	1	0
HIS92_RS02690	NZ_CP051858.1	526230	527069	-	840	3	10	8	11
HIS92_RS02695	NZ_CP051858.1	527257	528006	-	750	1	8	7	9
HIS92_RS02700	NZ_CP051858.1	528090	528299	+	210	0	1	1	0
HIS92_RS02705	NZ_CP051858.1	528383	529282	-	900	12	33	24	34
HIS92_RS02710	NZ_CP051858.1	529295	529858	-	564	7	16	15	17
HIS92_RS02715	NZ_CP051858.1	530003	531505	-	1503	335	141	80	104
HIS92_RS02720	NZ_CP051858.1	531640	532173	-	534	553	545	102	557
HIS92_RS02725	NZ_CP051858.1	532298	532621	+	324	55	94	19	108
HIS92_RS02730	NZ_CP051858.1	533723	535174	+	1452	651	806	289	865
HIS92_RS02735	NZ_CP051858.1	535405	535785	-	381	111	144	24	105
HIS92_RS02740	NZ_CP051858.1	536116	536391	-	276	63	56	12	65
HIS92_RS02745	NZ_CP051858.1	536593	539940	-	3348	43	53	29	43
HIS92_RS02750	NZ_CP051858.1	540145	541434	-	1290	20	9	5	9
HIS92_RS02755	NZ_CP051858.1	541424	542146	-	723	12	29	8	13
HIS92_RS02760	NZ_CP051858.1	542795	543022	-	228	1	4	1	4
HIS92_RS02765	NZ_CP051858.1	543198	543677	-	480	36	23	4	24
HIS92_RS02770	NZ_CP051858.1	543787	544749	+	963	70	82	109	99
HIS92_RS02775	NZ_CP051858.1	544913	545662	-	750	21	12	38	23
HIS92_RS02780	NZ_CP051858.1	545663	546424	-	762	15	19	31	12
HIS92_RS02785	NZ_CP051858.1	546580	546921	-	342	114	132	71	137
HIS92_RS02790	NZ_CP051858.1	546997	547317	-	321	110	227	100	201
HIS92_RS02795	NZ_CP051858.1	547781	549097	-	1317	61	71	51	74
HIS92_RS02800	NZ_CP051858.1	549963	551249	-	1287	41	68	68	67
HIS92_RS02805	NZ_CP051858.1	551990	552499	-	510	4	4	14	10
HIS92_RS02810	NZ_CP051858.1	552647	552937	+	291	4	12	11	12
HIS92_RS02815	NZ_CP051858.1	552966	553247	-	282	1	2	1	1
HIS92_RS02820	NZ_CP051858.1	553381	553575	+	195	4	6	5	3
HIS92_RS02825	NZ_CP051858.1	553676	554713	+	1038	17	14	10	34
HIS92_RS02830	NZ_CP051858.1	554750	554998	-	249	16	16	8	22
HIS92_RS02835	NZ_CP051858.1	555328	556371	-	1044	54	112	31	99
HIS92_RS02840	NZ_CP051858.1	556566	556925	-	360	66	74	16	87
HIS92_RS02845	NZ_CP051858.1	556941	557633	-	693	81	81	13	59
HIS92_RS02850	NZ_CP051858.1	557742	558188	+	447	11	41	24	38
HIS92_RS02855	NZ_CP051858.1	558202	558666	+	465	17	42	22	41
HIS92_RS02860	NZ_CP051858.1	558756	559250	+	495	36	35	23	43
HIS92_RS02865	NZ_CP051858.1	559291	560043	-	753	12	20	4	32
HIS92_RS02870	NZ_CP051858.1	560232	561251	+	1020	573	746	131	653
HIS92_RS02875	NZ_CP051858.1	561450	562841	-	1392	38	44	67	51
HIS92_RS02880	NZ_CP051858.1	563391	564590	-	1200	775	1128	769	998
HIS92_RS02885	NZ_CP051858.1	564972	565544	+	573	0	1	0	3
HIS92_RS02890	NZ_CP051858.1	565611	565835	-	225	394	417	310	380
HIS92_RS02895	NZ_CP051858.1	566154	566432	-	279	31	139	141	90
HIS92_RS02900	NZ_CP051858.1	567247	567990	+	744	3464	3345	576	2935
HIS92_RS02905	NZ_CP051858.1	568101	568763	-	663	1438	947	623	880
HIS92_RS02910	NZ_CP051858.1	568779	569129	-	351	775	959	558	883
HIS92_RS02915	NZ_CP051858.1	569392	570717	+	1326	909	812	481	757
HIS92_RS02920	NZ_CP051858.1	570790	571017	-	228	3	1	4	9
HIS92_RS02925	NZ_CP051858.1	571117	571668	-	552	4	6	4	6
HIS92_RS02930	NZ_CP051858.1	571928	572692	+	765	6	5	2	8
HIS92_RS02935	NZ_CP051858.1	572776	573813	-	1038	73	179	46	159
HIS92_RS02940	NZ_CP051858.1	574007	574462	-	456	214	169	91	155
HIS92_RS02945	NZ_CP051858.1	574668	575156	+	489	4	17	2	20
HIS92_RS02950	NZ_CP051858.1	575270	575746	-	477	1	1	3	2
HIS92_RS02955	NZ_CP051858.1	575764	576276	-	513	2	1	0	3
HIS92_RS02960	NZ_CP051858.1	576576	577469	-	894	26	43	10	43
HIS92_RS02965	NZ_CP051858.1	577593	578558	+	966	54	45	7	47
HIS92_RS02970	NZ_CP051858.1	578626	579336	-	711	95	106	30	86
HIS92_RS02975	NZ_CP051858.1	579497	580021	-	525	44	34	11	30
HIS92_RS02980	NZ_CP051858.1	580028	581929	-	1902	55	53	35	56
HIS92_RS02985	NZ_CP051858.1	582538	583251	+	714	13	14	11	18
HIS92_RS02990	NZ_CP051858.1	583353	584894	-	1542	3	4	0	4
HIS92_RS02995	NZ_CP051858.1	585098	585889	+	792	180	166	120	151
HIS92_RS03000	NZ_CP051858.1	586007	587794	+	1788	562	824	220	825
HIS92_RS03005	NZ_CP051858.1	587843	588889	-	1047	1	6	5	4
HIS92_RS03010	NZ_CP051858.1	589077	589907	-	831	20	18	14	11
HIS92_RS03015	NZ_CP051858.1	589950	590927	-	978	11	18	17	21
HIS92_RS03020	NZ_CP051858.1	591159	591350	-	192	0	0	0	0
HIS92_RS03025	NZ_CP051858.1	591561	591977	-	417	0	0	0	0
HIS92_RS03030	NZ_CP051858.1	592145	593302	-	1158	3	3	2	3
HIS92_RS03035	NZ_CP051858.1	593553	594680	-	1128	281	497	108	413
HIS92_RS03040	NZ_CP051858.1	594938	595168	+	231	0	8	5	5
HIS92_RS03045	NZ_CP051858.1	595279	596477	-	1199	14	11	16	11
HIS92_RS03050	NZ_CP051858.1	596589	597440	+	852	12	18	18	23
HIS92_RS03055	NZ_CP051858.1	597433	597942	+	510	7	6	7	5
HIS92_RS03060	NZ_CP051858.1	597981	598925	-	945	98	120	34	95
HIS92_RS03065	NZ_CP051858.1	599321	600940	-	1620	18	21	3	8
HIS92_RS03070	NZ_CP051858.1	601451	601795	+	345	4	18	4	14
HIS92_RS03075	NZ_CP051858.1	601814	602812	+	999	45	59	16	75
HIS92_RS03080	NZ_CP051858.1	602991	604457	+	1467	557	820	323	713
HIS92_RS03085	NZ_CP051858.1	604797	605894	-	1098	9	23	4	32
HIS92_RS03090	NZ_CP051858.1	606050	606397	-	348	4	1	0	6
HIS92_RS03095	NZ_CP051858.1	606410	607387	-	978	5	9	3	5
HIS92_RS03100	NZ_CP051858.1	607392	608783	-	1392	8	14	4	5
HIS92_RS03105	NZ_CP051858.1	608910	609308	-	399	85	117	38	148
HIS92_RS03110	NZ_CP051858.1	609563	610066	+	504	131	130	61	172
HIS92_RS03115	NZ_CP051858.1	610120	611556	-	1437	10	30	20	8
HIS92_RS03120	NZ_CP051858.1	611623	612822	-	1200	6	7	6	11
HIS92_RS03125	NZ_CP051858.1	613838	614071	+	234	0	1	3	4
HIS92_RS03130	NZ_CP051858.1	614296	614541	+	246	0	4	3	2
HIS92_RS03135	NZ_CP051858.1	614573	615550	+	978	7	2	2	1
HIS92_RS03140	NZ_CP051858.1	615624	616691	-	1068	7	9	0	5
HIS92_RS03145	NZ_CP051858.1	617393	618442	-	1050	9	3	1	8
HIS92_RS03150	NZ_CP051858.1	618435	618995	-	561	1	3	0	0
HIS92_RS03155	NZ_CP051858.1	618997	620097	-	1101	10	7	3	6
HIS92_RS03160	NZ_CP051858.1	620137	621132	-	996	2	1	8	3
HIS92_RS03165	NZ_CP051858.1	621133	622338	-	1206	3	3	5	4
HIS92_RS03170	NZ_CP051858.1	622338	623300	-	963	4	4	0	0
HIS92_RS03175	NZ_CP051858.1	623297	624322	-	1026	3	7	1	15
HIS92_RS03180	NZ_CP051858.1	624536	625939	-	1404	9	3	5	2
HIS92_RS03185	NZ_CP051858.1	625944	626711	-	768	1	3	0	4
HIS92_RS03190	NZ_CP051858.1	626995	628281	+	1287	10	4	9	6
HIS92_RS03195	NZ_CP051858.1	629034	629603	+	570	6	5	2	5
HIS92_RS03200	NZ_CP051858.1	630018	631433	+	1416	4	7	12	3
HIS92_RS03205	NZ_CP051858.1	631706	633082	-	1377	73	142	81	91
HIS92_RS03210	NZ_CP051858.1	634395	635438	+	1044	201	152	172	170
HIS92_RS03215	NZ_CP051858.1	636258	637751	+	1494	20	12	47	19
HIS92_RS03220	NZ_CP051858.1	637753	638856	+	1104	15	2	51	11
HIS92_RS03225	NZ_CP051858.1	638853	639980	+	1128	36	19	93	27
HIS92_RS03230	NZ_CP051858.1	640391	641065	+	675	1	5	1	4
HIS92_RS03235	NZ_CP051858.1	641629	642378	+	750	0	1	2	1
HIS92_RS03240	NZ_CP051858.1	642399	644468	+	2070	17	18	2	21
HIS92_RS03245	NZ_CP051858.1	644523	645482	+	960	5	0	6	4
HIS92_RS03250	NZ_CP051858.1	645511	646599	+	1089	5	4	12	7
HIS92_RS03255	NZ_CP051858.1	647762	648877	+	1116	2	10	2	7
HIS92_RS03260	NZ_CP051858.1	648877	649038	+	162	2	0	0	2
HIS92_RS03265	NZ_CP051858.1	649189	651171	-	1983	4001	3815	499	2603
HIS92_RS03270	NZ_CP051858.1	652192	652566	+	375	107	56	25	57
HIS92_RS03275	NZ_CP051858.1	652824	653159	-	336	2	1	8	3
HIS92_RS03280	NZ_CP051858.1	654699	655247	-	549	4	3	8	3
HIS92_RS03285	NZ_CP051858.1	655573	657780	-	2208	19	42	11	44
HIS92_RS03290	NZ_CP051858.1	658240	659508	-	1269	111	51	19	43
HIS92_RS03295	NZ_CP051858.1	660021	660251	-	231	0	0	0	0
HIS92_RS03300	NZ_CP051858.1	660403	663132	-	2730	48	49	41	45
HIS92_RS03305	NZ_CP051858.1	664158	665504	+	1347	839	865	210	864
HIS92_RS03310	NZ_CP051858.1	665785	666390	-	606	97	95	35	103
HIS92_RS03315	NZ_CP051858.1	666898	668136	-	1239	559	1396	152	989
HIS92_RS03320	NZ_CP051858.1	668416	669648	-	1233	203	588	76	495
HIS92_RS03325	NZ_CP051858.1	670380	671123	-	744	29	36	11	39
HIS92_RS03330	NZ_CP051858.1	671382	671636	+	255	33	37	6	25
HIS92_RS03335	NZ_CP051858.1	671714	674995	-	3282	131	95	57	103
HIS92_RS03340	NZ_CP051858.1	675571	675924	+	354	545	745	20	505
HIS92_RS03345	NZ_CP051858.1	676462	676902	-	441	6484	6021	652	6030
HIS92_RS03350	NZ_CP051858.1	677523	678803	+	1281	188	114	44	111
HIS92_RS03355	NZ_CP051858.1	679134	682049	-	2916	21	24	19	32
HIS92_RS03360	NZ_CP051858.1	682251	682928	-	678	0	0	0	2
HIS92_RS03365	NZ_CP051858.1	683220	683738	+	519	1	10	4	15
HIS92_RS03370	NZ_CP051858.1	683786	684694	-	909	45	82	22	76
HIS92_RS03375	NZ_CP051858.1	684870	685781	-	912	439	601	287	521
HIS92_RS03380	NZ_CP051858.1	686162	686491	+	330	27	21	17	17
HIS92_RS03385	NZ_CP051858.1	686677	687768	+	1092	772	643	204	676
HIS92_RS03390	NZ_CP051858.1	688022	688369	-	348	125	135	84	158
HIS92_RS03395	NZ_CP051858.1	688401	688562	-	162	6	17	10	20
HIS92_RS03400	NZ_CP051858.1	688755	689600	-	846	20	17	6	36
HIS92_RS03405	NZ_CP051858.1	689788	689988	-	201	41079	52444	22541	46630
HIS92_RS03410	NZ_CP051858.1	690204	691103	-	900	196	154	239	263
HIS92_RS03415	NZ_CP051858.1	691120	691563	-	444	37	51	64	78
HIS92_RS03420	NZ_CP051858.1	691872	692492	-	621	350	306	78	242
HIS92_RS03425	NZ_CP051858.1	692579	692974	-	396	2	5	1	3
HIS92_RS03430	NZ_CP051858.1	692971	693312	-	342	0	6	0	2
HIS92_RS03435	NZ_CP051858.1	693423	693980	+	558	26	27	7	26
HIS92_RS03440	NZ_CP051858.1	694030	701502	-	7473	179	127	145	141
HIS92_RS03445	NZ_CP051858.1	701619	702368	+	750	469	556	189	534
HIS92_RS03450	NZ_CP051858.1	702404	703237	-	834	16	38	2	25
HIS92_RS03455	NZ_CP051858.1	703304	704812	-	1509	4	13	5	6
HIS92_RS03460	NZ_CP051858.1	704914	706023	-	1110	484	738	153	798
HIS92_RS03465	NZ_CP051858.1	706141	707073	-	933	18	33	9	39
HIS92_RS03470	NZ_CP051858.1	707196	708629	-	1434	334	349	92	256
HIS92_RS03475	NZ_CP051858.1	708633	708911	-	279	10	39	4	27
HIS92_RS03480	NZ_CP051858.1	709185	710669	+	1485	15	25	14	36
HIS92_RS03485	NZ_CP051858.1	710720	711460	-	741	2	5	0	2
HIS92_RS03490	NZ_CP051858.1	711593	711742	+	150	1	2	0	1
HIS92_RS03495	NZ_CP051858.1	711816	713669	-	1854	1	3	1	0
HIS92_RS03500	NZ_CP051858.1	713769	714194	-	426	39	77	35	77
HIS92_RS03505	NZ_CP051858.1	714274	715215	-	942	236	224	138	226
HIS92_RS03510	NZ_CP051858.1	715308	715556	-	249	8	7	10	10
HIS92_RS03515	NZ_CP051858.1	715739	716137	-	399	2	8	12	5
HIS92_RS03520	NZ_CP051858.1	716180	716404	-	225	4	1	2	6
