Geneid	Chr	Start	End	Strand	Length	G-t0-1	G-t0-2	G-t5-1	G-t5-2	G-t10-1	G-t10-2	G-t20-1	G-t20-2	G-t30-1	G-t30-2	G_M-t5-1	G_M-t5-2	G_M-t10-1	G_M-t10-2	G_M-t20-1	G_M-t20-2	G_M-t30-1	G_M-t30-2
HIS92_RS01005	NZ_CP051858.1	190050	190715	-	666	0	3	0	2	0	3	5	1	0	0	3	3	2	3	2	2	1	0
HIS92_RS01010	NZ_CP051858.1	190715	191979	-	1265	1	7	5	8	6	9	6	6	8	6	8	7	7	6	10	5	11	2
HIS92_RS01015	NZ_CP051858.1	191985	193070	-	1086	0	6	0	4	2	4	4	3	2	2	1	5	4	9	2	4	0	5
HIS92_RS01020	NZ_CP051858.1	193435	194379	-	945	6	17	6	3	8	4	15	6	3	3	5	10	8	2	6	4	2	6
HIS92_RS01025	NZ_CP051858.1	194404	195294	-	891	31	34	20	21	11	12	14	23	38	24	21	25	8	31	7	66	23	37
HIS92_RS01030	NZ_CP051858.1	195343	195813	-	471	6	11	15	8	10	6	12	20	4	5	7	14	5	13	2	11	8	2
HIS92_RS01035	NZ_CP051858.1	195831	196232	-	402	3	5	4	5	4	6	8	1	4	5	1	2	5	7	1	6	2	2
HIS92_RS01040	NZ_CP051858.1	196329	196781	+	453	8	19	21	16	19	19	17	12	7	21	12	9	15	9	18	21	13	13
HIS92_RS01045	NZ_CP051858.1	196815	197726	-	912	22	14	45	13	66	35	31	62	20	21	30	6	52	27	23	59	6	26
HIS92_RS01050	NZ_CP051858.1	197851	199302	+	1452	14	23	37	44	68	26	54	46	21	31	26	23	43	17	54	33	20	24
HIS92_RS01055	NZ_CP051858.1	199373	199813	+	441	72	146	153	115	218	166	253	123	118	124	142	88	208	106	244	147	115	115
HIS92_RS01060	NZ_CP051858.1	199900	200214	-	315	8	4	7	2	2	2	3	4	6	0	3	5	10	6	4	4	6	1
HIS92_RS01065	NZ_CP051858.1	200458	201330	+	873	71	57	110	63	166	75	186	50	129	64	110	41	147	55	172	63	93	67
HIS92_RS01070	NZ_CP051858.1	201449	202273	-	825	108	199	180	172	210	202	299	135	139	144	165	129	243	133	255	164	176	125
HIS92_RS01075	NZ_CP051858.1	202397	203062	-	666	23	50	42	69	83	86	84	49	45	51	43	25	66	34	66	53	54	24
HIS92_RS01080	NZ_CP051858.1	203235	203978	-	744	35	68	106	106	87	125	135	77	50	52	41	76	95	55	90	67	89	60
HIS92_RS01085	NZ_CP051858.1	203992	204930	-	939	15	50	38	33	54	62	67	28	29	43	27	40	59	30	37	36	45	22
HIS92_RS01090	NZ_CP051858.1	204945	205742	-	798	8	17	23	39	36	21	31	23	12	27	19	25	36	25	23	30	43	35
HIS92_RS01095	NZ_CP051858.1	205841	206851	+	1011	1	0	1	5	0	0	0	1	1	0	1	2	1	2	0	0	2	0
HIS92_RS01100	NZ_CP051858.1	206891	207340	-	450	64	66	74	62	71	71	95	55	94	66	62	40	65	52	71	93	76	57
HIS92_RS01105	NZ_CP051858.1	208031	209497	+	1467	131	227	170	204	176	178	204	159	146	163	151	184	177	175	160	226	164	293
HIS92_RS01110	NZ_CP051858.1	209611	209916	+	306	28	36	22	25	24	46	51	26	40	17	20	25	33	28	48	43	42	32
HIS92_RS01115	NZ_CP051858.1	209950	210393	+	444	44	90	36	59	69	54	104	60	59	35	42	26	68	27	80	68	72	65
HIS92_RS01120	NZ_CP051858.1	211294	211482	+	189	7	5	1	6	1	6	7	10	6	4	1	10	5	5	8	6	5	14
HIS92_RS01125	NZ_CP051858.1	211578	212528	-	951	30	31	19	20	19	6	28	23	17	17	23	32	26	20	13	10	20	29
HIS92_RS01130	NZ_CP051858.1	212955	213230	+	276	54	38	42	30	28	27	32	29	67	22	38	28	34	23	27	48	30	40
HIS92_RS01135	NZ_CP051858.1	213290	213523	-	234	73	50	6	6	14	7	15	19	35	9	16	11	8	16	10	17	13	40
HIS92_RS01140	NZ_CP051858.1	213763	213996	-	234	156	128	38	34	42	20	40	24	54	22	50	45	43	27	32	45	44	48
HIS92_RS01145	NZ_CP051858.1	214293	214439	-	147	104	112	33	34	24	12	38	32	42	23	23	25	31	28	29	29	37	37
HIS92_RS01150	NZ_CP051858.1	214986	215447	-	462	275	351	101	121	107	105	153	78	166	87	85	66	115	75	90	93	69	111
HIS92_RS01155	NZ_CP051858.1	215664	216216	-	553	3	9	5	10	10	5	5	1	6	6	1	7	10	10	8	3	7	11
HIS92_RS01160	NZ_CP051858.1	216444	216671	-	228	2	3	1	3	2	1	1	0	0	1	0	3	1	0	5	0	3	3
HIS92_RS01165	NZ_CP051858.1	216984	217745	+	762	24	135	48	105	57	136	56	74	30	63	37	97	58	92	40	93	34	65
HIS92_RS01170	NZ_CP051858.1	217926	218450	-	525	36	49	43	27	43	25	49	20	16	38	23	34	42	26	34	47	13	24
HIS92_RS01175	NZ_CP051858.1	218657	219232	+	576	5	5	2	6	2	5	3	2	6	1	5	2	7	2	0	3	3	9
HIS92_RS01180	NZ_CP051858.1	219267	219788	-	522	19	27	18	20	28	30	31	21	16	16	16	28	22	25	26	37	16	30
HIS92_RS01185	NZ_CP051858.1	219871	222024	-	2154	36	49	28	31	36	49	46	36	40	39	20	40	34	50	34	50	32	29
HIS92_RS01190	NZ_CP051858.1	222348	223076	-	729	177	210	115	181	150	153	179	120	158	135	116	140	157	126	144	222	126	133
HIS92_RS01195	NZ_CP051858.1	223152	223799	-	648	1	6	4	5	3	5	11	3	3	3	3	3	1	2	4	3	1	7
HIS92_RS01200	NZ_CP051858.1	223815	224777	-	963	3	11	3	8	7	6	6	4	3	4	5	3	7	1	2	5	6	9
HIS92_RS01205	NZ_CP051858.1	224779	225474	-	696	0	0	4	0	1	0	4	1	1	0	0	0	4	2	1	3	0	0
HIS92_RS01210	NZ_CP051858.1	225496	226257	-	762	3	3	4	4	0	3	6	3	4	2	4	3	1	0	0	6	0	3
HIS92_RS01215	NZ_CP051858.1	226276	227265	-	990	2	15	5	11	12	18	11	9	7	2	0	23	10	12	3	13	9	5
HIS92_RS01220	NZ_CP051858.1	227256	227969	-	714	6	4	5	4	2	1	3	9	2	3	6	2	7	3	1	2	3	1
HIS92_RS01225	NZ_CP051858.1	227984	228736	-	753	8	11	9	7	7	12	12	15	5	17	11	13	8	7	9	4	8	8
HIS92_RS01230	NZ_CP051858.1	228892	229443	-	552	584	716	605	537	618	600	734	592	837	549	466	679	569	735	425	932	484	731
HIS92_RS01235	NZ_CP051858.1	229467	230144	-	678	218	334	283	299	332	321	350	353	338	295	183	393	303	355	243	436	206	284
HIS92_RS01240	NZ_CP051858.1	230342	231049	-	708	85	124	111	96	108	101	133	75	89	83	72	66	83	87	96	121	121	82
HIS92_RS01245	NZ_CP051858.1	231119	231589	+	471	3	1	3	3	8	8	9	2	2	6	10	6	6	3	4	4	4	2
HIS92_RS01250	NZ_CP051858.1	231805	232953	-	1149	3402	2860	2572	1594	1772	2081	1572	1801	3597	1638	1675	2835	1716	2354	1022	3699	1758	2342
HIS92_RS01255	NZ_CP051858.1	233255	233887	-	633	1732	1197	1159	958	898	1009	984	1025	2254	948	1106	1128	873	1117	651	1880	971	1318
HIS92_RS01260	NZ_CP051858.1	234218	234805	-	588	13	15	15	8	10	7	10	6	8	12	5	9	16	3	10	10	13	15
HIS92_RS01265	NZ_CP051858.1	235024	236352	-	1329	27	59	23	60	36	42	37	29	32	19	26	52	22	39	20	45	24	34
HIS92_RS01270	NZ_CP051858.1	236461	237342	-	882	4	7	6	5	10	14	11	3	7	9	4	10	8	16	7	4	1	3
HIS92_RS01275	NZ_CP051858.1	237343	237858	-	516	1	9	9	3	3	5	1	3	0	2	3	5	4	9	6	1	2	2
HIS92_RS01280	NZ_CP051858.1	237882	238349	-	468	2	0	1	2	0	1	1	1	0	4	0	4	0	4	1	1	0	0
HIS92_RS01285	NZ_CP051858.1	238566	239000	-	435	3	1	0	3	2	2	1	0	8	2	4	4	2	0	2	4	3	3
HIS92_RS01290	NZ_CP051858.1	239310	239816	+	507	6	21	5	13	6	10	8	5	7	5	4	18	3	5	1	12	2	9
HIS92_RS01295	NZ_CP051858.1	239921	241102	-	1182	5	7	8	4	7	5	8	5	16	7	10	11	13	10	4	11	2	10
HIS92_RS01300	NZ_CP051858.1	241244	241891	+	648	28	23	36	37	24	54	48	29	24	35	38	31	53	24	49	32	29	23
HIS92_RS01305	NZ_CP051858.1	241943	244549	-	2607	170	284	255	279	277	321	326	241	186	227	179	231	285	185	243	288	208	247
HIS92_RS01310	NZ_CP051858.1	245053	245898	+	846	112	102	88	77	107	61	83	84	75	55	93	47	95	47	55	64	63	61
HIS92_RS01315	NZ_CP051858.1	246203	246679	+	477	10	8	6	8	6	7	12	9	9	12	14	18	17	9	14	13	5	12
HIS92_RS01320	NZ_CP051858.1	246715	247230	-	516	12	14	10	11	10	9	9	12	3	6	6	4	6	16	8	20	11	14
HIS92_RS01325	NZ_CP051858.1	247525	247737	-	213	1	6	0	3	4	2	2	1	0	2	1	5	4	1	1	0	0	0
HIS92_RS01330	NZ_CP051858.1	248003	249136	+	1134	8	5	13	9	12	21	14	6	9	14	17	12	16	8	12	6	12	13
HIS92_RS01335	NZ_CP051858.1	249299	250183	+	885	10	17	12	9	12	15	14	15	7	7	8	6	15	5	6	20	12	14
HIS92_RS01340	NZ_CP051858.1	250445	251875	-	1431	36	56	77	95	87	58	102	48	42	77	63	62	88	42	88	60	66	63
HIS92_RS01345	NZ_CP051858.1	251929	252933	-	1005	26	30	48	23	50	41	47	21	15	29	19	41	47	31	25	29	24	13
HIS92_RS01350	NZ_CP051858.1	253117	253494	+	378	21	24	24	24	56	31	51	16	30	30	33	30	44	29	55	44	31	26
HIS92_RS01355	NZ_CP051858.1	253552	253767	+	216	19	34	24	30	42	34	24	27	14	36	19	26	42	21	34	37	28	36
HIS92_RS01360	NZ_CP051858.1	254080	254255	-	176	0	0	0	0	5	0	4	2	2	1	1	2	1	0	4	2	1	4
HIS92_RS01365	NZ_CP051858.1	254358	255437	-	1080	13	5	10	7	5	8	13	13	6	13	10	11	13	9	5	15	14	18
HIS92_RS01370	NZ_CP051858.1	255440	256522	-	1083	7	5	6	5	4	8	4	4	5	1	2	6	0	3	4	9	7	4
HIS92_RS01375	NZ_CP051858.1	256543	258042	-	1500	2	4	4	6	3	5	7	10	2	4	1	2	9	6	2	6	8	3
HIS92_RS01380	NZ_CP051858.1	258409	260814	-	2406	12	11	23	24	12	15	19	12	18	15	13	24	15	24	12	24	9	8
HIS92_RS01385	NZ_CP051858.1	261494	262894	-	1401	6	11	9	16	23	10	37	9	7	8	10	14	22	8	17	14	9	11
HIS92_RS01390	NZ_CP051858.1	263269	264396	-	1128	39	29	64	31	63	55	71	32	37	35	35	30	81	41	66	56	53	24
HIS92_RS01395	NZ_CP051858.1	264433	265653	-	1221	11	24	40	23	45	27	86	32	19	25	26	16	50	19	33	21	23	14
HIS92_RS01400	NZ_CP051858.1	265715	267034	-	1320	31	35	75	49	102	56	115	46	21	46	50	29	80	34	75	32	31	25
HIS92_RS01405	NZ_CP051858.1	268215	269444	-	1230	18	19	34	43	49	40	43	30	14	26	25	28	47	21	27	42	24	21
HIS92_RS01410	NZ_CP051858.1	269874	270002	+	129	4	2	9	9	12	9	12	8	10	3	15	15	9	15	17	17	4	15
HIS92_RS01415	NZ_CP051858.1	270795	270968	-	174	6	4	3	10	11	9	7	9	4	2	7	3	3	6	7	12	3	3
HIS92_RS01420	NZ_CP051858.1	271173	271814	-	642	8	6	7	11	7	13	13	4	5	6	14	20	14	11	6	15	6	6
HIS92_RS01425	NZ_CP051858.1	271980	273395	-	1416	7	34	8	39	19	21	10	23	19	17	7	51	19	22	9	24	4	15
HIS92_RS01430	NZ_CP051858.1	273529	274347	-	819	5	20	1	10	1	19	5	6	8	14	5	32	7	12	3	16	2	7
HIS92_RS01435	NZ_CP051858.1	274672	275864	-	1193	2	9	5	5	2	2	4	4	3	3	3	2	6	1	4	3	1	4
HIS92_RS01440	NZ_CP051858.1	275861	276952	-	1092	2	10	1	0	6	7	2	2	2	9	9	13	7	3	4	6	6	2
HIS92_RS01445	NZ_CP051858.1	276979	278552	-	1574	0	4	3	10	9	2	5	3	6	7	4	6	9	9	8	5	7	7
HIS92_RS01450	NZ_CP051858.1	279242	280186	-	945	45	56	50	47	76	48	63	44	53	52	27	64	71	51	64	55	29	38
HIS92_RS01455	NZ_CP051858.1	280191	281507	-	1317	50	64	61	73	77	59	66	49	57	79	42	57	64	53	77	55	41	40
HIS92_RS01460	NZ_CP051858.1	281741	282721	-	981	6	47	30	41	24	60	36	29	21	38	26	43	41	42	19	33	16	38
HIS92_RS01465	NZ_CP051858.1	282846	284270	-	1425	24	101	26	101	15	76	15	53	20	50	17	102	29	93	24	70	32	59
HIS92_RS01470	NZ_CP051858.1	285223	286374	+	1152	15	31	37	87	67	69	74	62	48	70	51	63	70	47	85	73	46	58
HIS92_RS01475	NZ_CP051858.1	286636	286896	-	261	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0
HIS92_RS01480	NZ_CP051858.1	287237	288460	-	1224	6	13	13	12	14	19	22	14	8	7	3	22	19	21	9	26	11	20
HIS92_RS01485	NZ_CP051858.1	288890	289129	-	240	23	17	26	22	22	30	37	23	43	39	23	16	32	40	26	38	21	17
HIS92_RS01490	NZ_CP051858.1	289269	290858	-	1590	701	646	896	650	935	691	957	994	1027	915	691	835	903	643	662	886	503	725
HIS92_RS01495	NZ_CP051858.1	291262	292097	-	836	15	15	14	22	14	27	26	23	6	22	22	21	13	15	13	28	18	18
HIS92_RS01500	NZ_CP051858.1	292589	293233	+	645	8	2	3	8	8	8	8	8	5	12	5	8	4	11	7	14	9	0
HIS92_RS01505	NZ_CP051858.1	293387	294031	+	645	2	2	1	4	0	3	0	1	0	0	1	1	1	2	0	1	1	0
HIS92_RS01510	NZ_CP051858.1	294028	294621	+	594	2	5	10	4	7	9	3	5	4	3	5	2	11	2	1	3	4	3
HIS92_RS01515	NZ_CP051858.1	294635	296470	+	1836	10	30	28	19	27	35	24	21	12	14	15	19	32	15	22	33	20	12
HIS92_RS01520	NZ_CP051858.1	296775	297653	-	879	37	42	33	47	53	64	49	49	41	33	26	51	53	33	45	28	30	25
HIS92_RS01525	NZ_CP051858.1	297873	298316	-	444	1	1	1	1	3	0	1	2	4	2	0	1	2	8	1	2	1	2
HIS92_RS01530	NZ_CP051858.1	298774	299724	-	951	13	2	4	3	5	4	8	11	10	6	6	1	4	5	11	6	1	5
HIS92_RS01535	NZ_CP051858.1	300030	301055	-	1026	0	1	0	2	1	2	0	1	0	3	0	2	1	6	5	0	0	0
HIS92_RS01540	NZ_CP051858.1	301091	301492	-	402	0	1	0	0	1	0	1	0	0	0	0	2	0	1	0	1	0	0
HIS92_RS01545	NZ_CP051858.1	301567	301953	-	387	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HIS92_RS01550	NZ_CP051858.1	302341	303879	-	1539	10	51	11	38	18	38	31	23	11	21	31	21	20	21	39	44	20	24
HIS92_RS01555	NZ_CP051858.1	304455	304820	+	366	82	34	63	36	54	46	56	37	81	56	36	62	56	44	68	99	64	88
HIS92_RS01560	NZ_CP051858.1	304908	305618	-	711	188	280	258	240	259	295	290	320	292	286	217	339	301	280	220	471	235	319
HIS92_RS01565	NZ_CP051858.1	305722	306177	-	456	9	9	14	26	21	23	22	8	13	12	7	10	32	24	38	36	8	20
HIS92_RS01570	NZ_CP051858.1	306290	307720	-	1431	73	95	107	90	115	110	119	103	91	69	82	81	130	99	111	143	85	129
HIS92_RS01575	NZ_CP051858.1	307806	308318	-	513	28	60	48	52	72	71	76	51	29	31	47	41	80	54	36	60	27	39
HIS92_RS01580	NZ_CP051858.1	308382	310988	-	2607	90	167	185	165	200	179	219	153	105	155	146	138	230	181	155	221	114	138
HIS92_RS01585	NZ_CP051858.1	310988	312520	-	1533	32	27	56	43	44	50	55	41	34	39	39	45	45	51	38	55	35	51
HIS92_RS01590	NZ_CP051858.1	313126	313488	-	363	843	276	385	172	259	165	257	256	900	262	494	354	304	357	191	992	364	676
HIS92_RS01595	NZ_CP051858.1	313844	314686	-	843	4	2	2	0	2	9	2	1	3	6	4	1	7	2	3	4	5	1
HIS92_RS01600	NZ_CP051858.1	315082	315639	+	558	23	15	19	26	16	26	28	22	31	20	17	9	37	25	34	26	20	23
HIS92_RS01605	NZ_CP051858.1	315738	316649	-	912	1868	1107	1089	842	965	826	1080	1213	2043	1112	1065	1133	988	1183	827	2411	1262	2541
HIS92_RS01610	NZ_CP051858.1	317021	317956	-	936	305	520	368	441	352	432	464	616	583	752	286	563	369	420	308	603	350	756
HIS92_RS01615	NZ_CP051858.1	317974	318840	-	867	194	380	217	348	254	335	370	411	364	412	188	428	303	293	241	413	247	628
HIS92_RS01620	NZ_CP051858.1	318837	319586	-	750	135	209	170	149	188	195	237	230	243	326	142	274	175	195	110	241	158	327
HIS92_RS01625	NZ_CP051858.1	319955	320554	-	600	5	10	5	4	8	6	7	5	4	4	7	9	11	4	5	4	3	3
HIS92_RS01630	NZ_CP051858.1	320593	320730	-	138	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0
HIS92_RS01635	NZ_CP051858.1	320874	321278	-	405	30	21	33	25	38	33	37	27	33	22	21	20	33	12	40	37	32	47
HIS92_RS01640	NZ_CP051858.1	321304	322344	-	1041	77	92	123	94	112	104	133	90	151	115	70	105	81	105	112	166	132	143
HIS92_RS01645	NZ_CP051858.1	322363	322800	-	438	35	30	43	45	66	35	75	60	76	46	41	45	48	66	56	66	55	75
HIS92_RS01650	NZ_CP051858.1	322861	323166	-	306	28	19	23	40	37	36	49	28	51	25	32	32	32	31	31	50	39	53
HIS92_RS01655	NZ_CP051858.1	323758	324330	-	573	3	1	3	6	6	6	4	1	2	4	9	4	6	2	5	6	11	5
HIS92_RS01660	NZ_CP051858.1	324603	325460	-	858	33	46	31	40	41	40	56	49	22	31	35	31	64	33	53	25	37	28
HIS92_RS01665	NZ_CP051858.1	325572	326798	+	1227	26	26	25	24	19	14	26	32	25	17	20	28	19	18	17	30	20	33
HIS92_RS01670	NZ_CP051858.1	326921	327829	+	909	3	2	6	10	8	4	14	4	3	14	8	2	3	10	6	5	2	12
HIS92_RS01675	NZ_CP051858.1	328029	328433	-	405	30	79	41	65	55	67	81	40	40	50	51	60	78	41	48	69	51	33
HIS92_RS01680	NZ_CP051858.1	328775	330205	+	1431	3	4	1	2	0	2	5	3	6	0	1	3	1	1	5	2	0	4
HIS92_RS01685	NZ_CP051858.1	330411	330920	-	510	28	67	33	29	33	32	39	36	19	23	28	43	32	25	18	43	27	32
HIS92_RS01690	NZ_CP051858.1	331744	332220	-	477	124	173	180	199	175	185	218	213	188	220	179	190	196	167	157	213	122	193
HIS92_RS01695	NZ_CP051858.1	332239	332673	-	435	61	54	36	52	43	47	49	48	51	46	41	66	43	47	52	46	34	64
HIS92_RS01700	NZ_CP051858.1	332670	332882	-	213	16	12	26	21	28	17	18	21	15	12	16	19	30	17	13	21	17	13
HIS92_RS01705	NZ_CP051858.1	333112	334542	+	1431	2	4	7	3	3	10	3	9	7	3	1	1	8	5	2	13	6	10
HIS92_RS01710	NZ_CP051858.1	334973	335917	-	945	84	100	99	118	140	118	177	94	83	82	104	78	176	70	114	89	71	64
HIS92_RS01715	NZ_CP051858.1	335950	336396	-	447	26	33	50	28	51	41	50	31	26	41	34	33	30	24	34	26	23	26
HIS92_RS01720	NZ_CP051858.1	336789	338645	-	1857	22	28	71	40	75	34	53	23	39	37	33	32	74	22	56	26	43	33
HIS92_RS01725	NZ_CP051858.1	338704	339270	-	567	197	93	198	99	150	80	186	97	292	91	140	111	102	82	97	168	82	88
HIS92_RS01730	NZ_CP051858.1	339646	340410	-	765	10	8	6	6	9	4	3	11	5	4	5	15	9	5	4	5	3	8
HIS92_RS01735	NZ_CP051858.1	340578	341018	+	441	19	11	27	15	17	9	32	14	28	16	15	7	29	13	25	20	11	20
HIS92_RS01740	NZ_CP051858.1	341187	342392	-	1206	9	13	13	10	9	17	21	11	8	15	2	10	23	12	12	6	20	12
HIS92_RS01745	NZ_CP051858.1	342658	344967	-	2310	581	827	873	769	989	808	1247	800	702	821	619	675	1292	827	1449	1459	1136	1277
HIS92_RS01750	NZ_CP051858.1	345079	345471	+	393	6	7	10	8	16	7	20	12	18	11	4	11	12	9	10	22	8	8
HIS92_RS01755	NZ_CP051858.1	345607	345930	+	324	1	0	1	1	0	5	9	3	4	2	8	2	5	6	5	5	9	2
HIS92_RS01760	NZ_CP051858.1	346239	348314	-	2076	30	41	45	37	55	42	58	40	34	46	27	41	52	33	47	58	46	28
HIS92_RS01765	NZ_CP051858.1	349329	349652	-	324	26	25	16	21	17	19	28	28	23	24	24	27	13	18	10	41	14	24
HIS92_RS01770	NZ_CP051858.1	349673	350143	-	471	15	21	9	17	7	12	9	20	14	20	11	15	9	19	5	22	10	36
HIS92_RS01775	NZ_CP051858.1	350415	351089	+	675	19	38	40	41	50	59	64	43	43	51	34	48	42	50	35	73	24	61
HIS92_RS01780	NZ_CP051858.1	351086	352459	+	1374	47	81	71	109	66	112	122	96	65	96	84	111	79	93	98	128	61	130
HIS92_RS01785	NZ_CP051858.1	352653	352868	-	216	59	42	49	56	41	49	66	43	95	55	52	25	43	34	54	73	46	71
HIS92_RS01790	NZ_CP051858.1	353216	354661	-	1446	790	1183	1201	1472	1303	1329	1453	1736	1357	1566	983	1709	1213	1426	1149	1932	919	1777
HIS92_RS01795	NZ_CP051858.1	355299	356183	-	885	6	9	6	14	6	12	10	10	4	7	3	5	3	9	10	10	8	12
HIS92_RS01800	NZ_CP051858.1	356543	357880	+	1338	75	77	77	71	82	73	84	87	111	66	67	64	75	82	71	119	53	97
HIS92_RS01805	NZ_CP051858.1	358239	358817	+	579	2	1	2	7	1	5	2	10	2	2	0	3	5	2	3	8	0	4
HIS92_RS01810	NZ_CP051858.1	358933	360720	+	1788	117	228	214	231	197	223	234	249	138	228	117	269	197	205	203	242	151	277
HIS92_RS01815	NZ_CP051858.1	361194	361391	-	198	1	2	0	3	0	3	4	0	0	0	0	3	1	1	0	6	0	7
HIS92_RS01820	NZ_CP051858.1	361431	362777	-	1347	4	15	6	16	9	12	4	6	9	7	4	17	5	11	6	22	8	8
HIS92_RS01825	NZ_CP051858.1	363341	365170	-	1830	82	91	106	105	107	98	142	111	66	104	70	63	117	106	94	96	67	103
HIS92_RS01830	NZ_CP051858.1	365187	365948	-	762	24	22	22	29	22	44	29	30	39	25	28	22	18	23	28	28	16	33
HIS92_RS01835	NZ_CP051858.1	366196	367272	-	1077	75	92	102	79	96	82	104	104	103	81	54	60	69	57	69	103	62	111
HIS92_RS01840	NZ_CP051858.1	367269	367955	-	687	16	22	26	54	46	34	42	51	52	43	37	39	48	19	38	44	28	47
HIS92_RS01845	NZ_CP051858.1	368147	369097	-	951	28	8	24	19	12	9	22	14	10	13	18	15	28	11	15	28	11	11
HIS92_RS01850	NZ_CP051858.1	369462	369890	-	429	100	62	68	42	33	37	36	46	120	47	41	52	33	47	19	99	34	67
HIS92_RS01855	NZ_CP051858.1	370563	372674	+	2112	515	940	744	944	991	930	1032	821	648	754	584	731	1031	684	1005	1093	786	1061
HIS92_RS01860	NZ_CP051858.1	372886	376083	-	3198	19	33	32	48	50	26	44	34	29	34	24	36	47	24	35	30	26	32
HIS92_RS01865	NZ_CP051858.1	376668	378146	-	1479	47	79	80	56	95	68	128	78	67	89	67	65	103	58	81	96	76	102
HIS92_RS01870	NZ_CP051858.1	378543	379139	+	597	0	2	0	0	0	1	2	1	0	0	0	6	2	0	1	0	0	1
HIS92_RS01875	NZ_CP051858.1	379225	380220	-	996	173	440	352	331	491	396	555	294	210	322	237	244	483	214	441	357	317	237
HIS92_RS01880	NZ_CP051858.1	380491	381723	-	1233	18	35	33	62	48	49	73	53	28	45	19	54	65	28	44	45	39	50
HIS92_RS01885	NZ_CP051858.1	382026	382439	-	414	19	26	53	33	23	32	36	19	34	30	43	32	37	28	26	36	24	19
HIS92_RS01890	NZ_CP051858.1	382611	383369	-	759	15	13	15	9	18	12	14	14	14	10	10	12	16	12	11	17	4	11
HIS92_RS01895	NZ_CP051858.1	383731	384651	-	921	9	4	2	8	6	1	10	3	9	5	6	8	10	7	9	4	7	10
HIS92_RS01900	NZ_CP051858.1	384867	385448	+	582	0	0	1	1	0	0	0	0	0	1	1	3	0	0	0	1	0	0
HIS92_RS01905	NZ_CP051858.1	385599	386702	+	1104	982	1469	1288	1690	1691	1681	2124	1299	1160	1284	992	940	1723	972	1992	1497	900	963
HIS92_RS01910	NZ_CP051858.1	386753	387424	-	672	6	10	9	6	3	4	8	7	7	4	2	8	4	8	3	7	7	7
HIS92_RS01915	NZ_CP051858.1	387424	388488	-	1065	11	25	13	19	16	12	17	15	18	16	12	13	13	10	19	17	10	17
HIS92_RS01920	NZ_CP051858.1	388673	389296	+	624	16	13	17	22	37	21	14	21	17	16	23	23	31	12	27	20	16	14
HIS92_RS01925	NZ_CP051858.1	389365	390624	+	1260	2	4	11	8	6	4	11	7	9	3	0	10	9	8	8	7	8	5
HIS92_RS01930	NZ_CP051858.1	390758	391228	-	471	7	29	14	19	10	24	15	12	4	17	5	18	7	18	7	27	6	12
HIS92_RS01935	NZ_CP051858.1	391431	392807	-	1377	89	170	135	130	160	173	169	144	113	129	92	178	177	155	136	148	115	113
HIS92_RS01940	NZ_CP051858.1	392809	393486	-	678	44	87	94	67	77	95	72	59	68	54	68	99	103	85	64	87	61	71
HIS92_RS01945	NZ_CP051858.1	393648	394313	-	666	3	1	3	3	4	1	0	6	1	0	2	0	2	3	4	2	1	6
HIS92_RS01950	NZ_CP051858.1	394428	394880	+	453	7	15	12	16	17	30	23	20	9	12	16	18	19	12	20	15	9	9
HIS92_RS01955	NZ_CP051858.1	394906	395424	+	519	16	26	24	24	29	19	30	21	20	19	17	22	30	28	25	17	8	27
HIS92_RS01960	NZ_CP051858.1	395448	396071	+	624	11	29	30	20	24	31	23	20	21	18	10	29	29	16	30	26	16	12
HIS92_RS01965	NZ_CP051858.1	396285	397124	-	840	657	574	787	720	642	765	711	921	1054	958	595	950	712	935	629	1554	636	1192
HIS92_RS01970	NZ_CP051858.1	397456	398097	-	642	26	12	21	8	44	13	55	12	57	19	19	12	28	11	33	22	52	24
HIS92_RS01975	NZ_CP051858.1	398580	398975	+	396	9	9	5	18	14	7	10	15	2	7	8	10	9	22	9	10	3	8
HIS92_RS01980	NZ_CP051858.1	399366	399875	-	510	33	31	35	32	49	49	57	28	46	42	20	36	54	25	47	41	26	31
HIS92_RS01985	NZ_CP051858.1	400018	401265	-	1248	249	502	400	402	460	565	533	356	247	381	287	292	470	315	432	421	329	370
HIS92_RS01990	NZ_CP051858.1	401279	402451	-	1173	34	88	76	68	103	91	88	70	60	81	54	68	102	65	67	78	56	54
HIS92_RS01995	NZ_CP051858.1	402464	403546	-	1083	22	59	78	53	109	74	102	69	59	69	55	73	85	62	67	70	58	48
HIS92_RS02000	NZ_CP051858.1	403756	403947	-	192	59	68	44	77	61	85	74	77	55	68	37	130	66	102	31	92	51	76
HIS92_RS02005	NZ_CP051858.1	404037	405104	-	1068	387	490	409	518	388	552	408	505	444	454	355	694	377	624	277	612	329	595
HIS92_RS02010	NZ_CP051858.1	405306	405545	-	240	48	123	65	83	49	75	52	67	56	52	19	75	39	66	31	91	31	69
HIS92_RS02015	NZ_CP051858.1	405839	406666	-	828	61	118	75	105	90	87	92	59	77	77	50	76	97	57	88	76	74	56
HIS92_RS02020	NZ_CP051858.1	407219	409609	-	2391	30	36	40	28	28	22	54	36	41	19	30	26	30	15	32	46	27	31
