Geneid	Chr	Start	End	Strand	Length	B1-t0-1	B2-t0-2	B3-t0-3	G1-t0-1	G2-t0-2	G3-t0-3	B1M-t0-1	B2M-t0-2	B3M-t0-3	G1M-t0-1	G2M-t0-2	G3M-t0-3
HIS92_RS01230	NZ_CP051858.1	228892	229443	-	552	886	671	606	563	658	693	1051	939	711	589	554	422
HIS92_RS01235	NZ_CP051858.1	229467	230144	-	678	799	592	539	547	587	587	658	689	541	404	419	314
HIS92_RS01240	NZ_CP051858.1	230342	231049	-	708	206	123	158	201	137	174	115	170	193	156	151	137
HIS92_RS01245	NZ_CP051858.1	231119	231589	+	471	4	4	11	9	8	11	4	7	3	0	4	9
HIS92_RS01250	NZ_CP051858.1	231805	232953	-	1149	1452	1406	1683	1821	1332	1496	764	1505	1163	1460	1288	862
HIS92_RS01255	NZ_CP051858.1	233255	233887	-	633	820	963	1151	1147	914	1089	365	845	713	903	846	587
HIS92_RS01260	NZ_CP051858.1	234218	234805	-	588	22	13	15	17	33	35	10	20	7	30	14	14
HIS92_RS01265	NZ_CP051858.1	235024	236352	-	1329	44	25	43	56	42	63	45	81	47	77	77	49
HIS92_RS01270	NZ_CP051858.1	236461	237342	-	882	3	0	7	0	2	2	9	1	2	6	4	1
HIS92_RS01275	NZ_CP051858.1	237343	237858	-	516	0	0	0	1	0	1	5	0	1	0	0	0
HIS92_RS01280	NZ_CP051858.1	237882	238349	-	468	0	0	1	0	2	1	0	0	0	0	0	0
HIS92_RS01285	NZ_CP051858.1	238566	239000	-	435	3	1	3	0	1	4	1	6	0	1	2	3
HIS92_RS01290	NZ_CP051858.1	239310	239816	+	507	10	4	5	10	11	12	5	9	6	10	6	6
HIS92_RS01295	NZ_CP051858.1	239921	241102	-	1182	12	18	14	19	8	23	21	30	19	16	21	11
HIS92_RS01300	NZ_CP051858.1	241244	241891	+	648	64	60	63	63	50	58	36	61	68	32	32	35
HIS92_RS01305	NZ_CP051858.1	241943	244549	-	2607	311	297	416	369	354	452	279	398	457	215	303	227
HIS92_RS01310	NZ_CP051858.1	245053	245898	+	846	73	87	114	85	85	98	71	107	102	77	124	96
HIS92_RS01315	NZ_CP051858.1	246203	246679	+	477	3	6	15	12	3	7	4	5	16	7	9	11
HIS92_RS01320	NZ_CP051858.1	246715	247230	-	516	13	7	13	14	12	5	13	16	18	1	16	12
HIS92_RS01325	NZ_CP051858.1	247525	247737	-	213	0	0	1	0	0	3	1	0	4	5	1	2
HIS92_RS01330	NZ_CP051858.1	248003	249136	+	1134	7	14	16	25	13	17	8	18	21	11	22	9
HIS92_RS01335	NZ_CP051858.1	249299	250183	+	885	18	9	30	24	15	30	8	11	12	19	25	8
HIS92_RS01340	NZ_CP051858.1	250445	251875	-	1431	85	77	90	70	70	104	131	92	112	40	70	40
HIS92_RS01345	NZ_CP051858.1	251929	252933	-	1005	18	12	14	19	17	34	29	21	35	11	28	12
HIS92_RS01350	NZ_CP051858.1	253117	253494	+	378	69	87	88	84	86	82	48	79	79	71	80	73
HIS92_RS01355	NZ_CP051858.1	253552	253767	+	216	38	55	57	78	47	62	50	60	48	57	30	24
HIS92_RS01360	NZ_CP051858.1	254080	254255	-	176	0	5	2	2	2	0	0	1	0	0	0	0
HIS92_RS01365	NZ_CP051858.1	254358	255437	-	1080	11	6	10	9	5	14	1	6	3	6	0	1
HIS92_RS01370	NZ_CP051858.1	255440	256522	-	1083	3	4	6	8	4	16	8	3	10	1	7	8
HIS92_RS01375	NZ_CP051858.1	256543	258042	-	1500	5	1	7	4	4	10	6	4	8	4	5	2
HIS92_RS01380	NZ_CP051858.1	258409	260814	-	2406	13	19	25	28	26	22	24	19	25	23	9	8
HIS92_RS01385	NZ_CP051858.1	261494	262894	-	1401	19	4	23	16	11	15	14	9	14	11	8	3
HIS92_RS01390	NZ_CP051858.1	263269	264396	-	1128	48	34	66	54	46	69	41	38	42	33	41	20
HIS92_RS01395	NZ_CP051858.1	264433	265653	-	1221	48	40	77	59	41	99	23	24	38	32	31	18
HIS92_RS01400	NZ_CP051858.1	265715	267034	-	1320	111	115	132	133	112	134	37	39	58	56	44	41
HIS92_RS01405	NZ_CP051858.1	268215	269444	-	1230	115	71	103	89	58	65	16	31	34	9	14	15
HIS92_RS01410	NZ_CP051858.1	269874	270002	+	129	71	46	61	46	32	48	23	30	50	30	39	22
HIS92_RS01415	NZ_CP051858.1	270795	270968	-	174	9	11	13	21	12	15	3	6	13	3	8	7
HIS92_RS01420	NZ_CP051858.1	271173	271814	-	642	15	4	11	18	9	13	3	3	5	10	5	5
HIS92_RS01425	NZ_CP051858.1	271980	273395	-	1416	15	14	38	27	17	17	10	6	8	19	11	9
HIS92_RS01430	NZ_CP051858.1	273529	274347	-	819	13	15	15	16	24	9	5	10	12	8	13	19
HIS92_RS01435	NZ_CP051858.1	274672	275864	-	1193	7	3	14	7	10	6	5	4	6	7	8	2
HIS92_RS01440	NZ_CP051858.1	275861	276952	-	1092	3	3	1	3	3	3	7	2	12	6	2	6
HIS92_RS01445	NZ_CP051858.1	276979	278552	-	1574	8	4	8	2	8	2	13	3	9	5	11	3
HIS92_RS01450	NZ_CP051858.1	279242	280186	-	945	104	66	82	106	85	82	68	92	78	48	55	50
HIS92_RS01455	NZ_CP051858.1	280191	281507	-	1317	91	57	84	78	84	72	66	46	79	48	72	68
HIS92_RS01460	NZ_CP051858.1	281741	282721	-	981	62	25	50	32	35	63	34	31	44	23	44	27
HIS92_RS01465	NZ_CP051858.1	282846	284270	-	1425	75	99	79	119	106	89	63	106	63	79	77	41
HIS92_RS01470	NZ_CP051858.1	285223	286374	+	1152	91	49	82	76	66	70	34	73	76	33	68	65
HIS92_RS01475	NZ_CP051858.1	286636	286896	-	261	0	0	0	0	0	0	0	0	1	0	0	0
HIS92_RS01480	NZ_CP051858.1	287237	288460	-	1224	12	7	16	22	17	22	13	16	16	11	12	10
HIS92_RS01485	NZ_CP051858.1	288890	289129	-	240	49	25	24	43	29	36	30	22	18	17	22	11
HIS92_RS01490	NZ_CP051858.1	289269	290858	-	1590	1533	826	1118	1226	1290	1379	982	776	652	716	658	456
HIS92_RS01495	NZ_CP051858.1	291262	292097	-	836	31	33	37	22	34	36	6	31	34	20	28	11
HIS92_RS01500	NZ_CP051858.1	292589	293233	+	645	18	9	13	12	7	13	12	16	15	10	8	7
HIS92_RS01505	NZ_CP051858.1	293387	294031	+	645	5	2	3	2	2	1	2	1	5	4	0	3
HIS92_RS01510	NZ_CP051858.1	294028	294621	+	594	5	2	3	3	5	4	4	7	6	0	11	1
HIS92_RS01515	NZ_CP051858.1	294635	296470	+	1836	18	16	44	23	24	37	39	38	42	23	33	20
HIS92_RS01520	NZ_CP051858.1	296775	297653	-	879	49	51	60	63	51	53	25	46	47	38	33	17
HIS92_RS01525	NZ_CP051858.1	297873	298316	-	444	0	0	3	3	7	2	1	1	3	5	1	0
HIS92_RS01530	NZ_CP051858.1	298774	299724	-	951	5	13	10	16	7	13	4	1	12	6	5	5
HIS92_RS01535	NZ_CP051858.1	300030	301055	-	1026	1	2	2	2	5	3	3	3	4	1	1	2
HIS92_RS01540	NZ_CP051858.1	301091	301492	-	402	0	0	0	0	1	0	0	0	1	0	0	0
HIS92_RS01545	NZ_CP051858.1	301567	301953	-	387	0	0	0	0	0	0	0	1	0	0	0	0
HIS92_RS01550	NZ_CP051858.1	302341	303879	-	1539	28	19	35	47	37	50	26	33	24	23	26	21
HIS92_RS01555	NZ_CP051858.1	304455	304820	+	366	114	115	146	169	141	114	55	98	100	129	107	79
HIS92_RS01560	NZ_CP051858.1	304908	305618	-	711	168	158	238	197	166	228	174	178	231	159	174	131
HIS92_RS01565	NZ_CP051858.1	305722	306177	-	456	14	10	23	29	17	22	17	7	37	20	17	17
HIS92_RS01570	NZ_CP051858.1	306290	307720	-	1431	64	56	114	85	71	99	58	64	100	47	67	43
HIS92_RS01575	NZ_CP051858.1	307806	308318	-	513	9	15	23	16	24	28	12	14	13	8	16	9
HIS92_RS01580	NZ_CP051858.1	308382	310988	-	2607	86	52	126	99	85	121	68	67	104	53	74	59
HIS92_RS01585	NZ_CP051858.1	310988	312520	-	1533	11	8	30	22	24	32	7	8	23	5	13	15
HIS92_RS01590	NZ_CP051858.1	313126	313488	-	363	34	40	106	32	41	82	22	41	79	23	32	44
HIS92_RS01595	NZ_CP051858.1	313844	314686	-	843	8	4	12	1	14	1	3	0	7	5	7	3
HIS92_RS01600	NZ_CP051858.1	315082	315639	+	558	26	26	49	42	30	41	9	28	26	30	26	26
HIS92_RS01605	NZ_CP051858.1	315738	316649	-	912	798	807	1476	1108	1045	1269	745	1062	1435	953	1003	828
HIS92_RS01610	NZ_CP051858.1	317021	317956	-	936	1540	985	1208	1337	1368	1060	2173	2172	1496	1755	1508	1094
HIS92_RS01615	NZ_CP051858.1	317974	318840	-	867	877	569	556	861	844	618	1881	1490	882	969	878	612
HIS92_RS01620	NZ_CP051858.1	318837	319586	-	750	680	564	353	595	826	472	1172	1314	790	804	646	463
HIS92_RS01625	NZ_CP051858.1	319955	320554	-	600	6	3	2	2	10	8	10	2	11	9	5	4
HIS92_RS01630	NZ_CP051858.1	320593	320730	-	138	0	1	2	0	1	1	0	1	5	0	0	0
HIS92_RS01635	NZ_CP051858.1	320874	321278	-	405	88	35	49	50	49	54	48	51	63	28	51	33
HIS92_RS01640	NZ_CP051858.1	321304	322344	-	1041	117	63	111	103	75	127	139	75	108	72	70	44
HIS92_RS01645	NZ_CP051858.1	322363	322800	-	438	40	32	34	28	26	38	50	26	32	24	20	28
HIS92_RS01650	NZ_CP051858.1	322861	323166	-	306	33	23	29	31	35	37	30	40	48	45	19	26
HIS92_RS01655	NZ_CP051858.1	323758	324330	-	573	7	8	12	7	7	11	18	11	17	18	6	7
HIS92_RS01660	NZ_CP051858.1	324603	325460	-	858	53	53	67	62	58	59	37	46	52	38	55	31
HIS92_RS01665	NZ_CP051858.1	325572	326798	+	1227	25	16	30	23	31	35	28	28	41	24	29	23
HIS92_RS01670	NZ_CP051858.1	326921	327829	+	909	14	8	10	12	3	9	7	3	19	3	11	19
HIS92_RS01675	NZ_CP051858.1	328029	328433	-	405	50	39	61	110	64	117	49	45	71	49	69	60
HIS92_RS01680	NZ_CP051858.1	328775	330205	+	1431	1	2	4	7	1	5	3	3	4	1	6	1
HIS92_RS01685	NZ_CP051858.1	330411	330920	-	510	30	14	27	34	50	63	33	46	44	25	41	48
HIS92_RS01690	NZ_CP051858.1	331744	332220	-	477	168	117	169	216	185	213	116	113	154	107	123	97
HIS92_RS01695	NZ_CP051858.1	332239	332673	-	435	73	78	89	112	101	98	25	57	45	59	58	51
HIS92_RS01700	NZ_CP051858.1	332670	332882	-	213	16	19	40	31	43	45	10	12	27	21	24	21
HIS92_RS01705	NZ_CP051858.1	333112	334542	+	1431	10	10	7	2	6	11	2	8	3	1	6	9
HIS92_RS01710	NZ_CP051858.1	334973	335917	-	945	201	165	211	236	210	236	61	112	128	95	95	76
HIS92_RS01715	NZ_CP051858.1	335950	336396	-	447	64	74	87	72	81	73	27	54	54	27	46	34
HIS92_RS01720	NZ_CP051858.1	336789	338645	-	1857	43	37	52	37	54	52	35	36	43	23	24	27
HIS92_RS01725	NZ_CP051858.1	338704	339270	-	567	146	104	177	138	131	142	67	79	138	78	85	96
HIS92_RS01730	NZ_CP051858.1	339646	340410	-	765	1	3	2	9	7	4	14	9	2	3	6	3
HIS92_RS01735	NZ_CP051858.1	340578	341018	+	441	79	61	64	52	53	68	45	28	35	23	51	24
HIS92_RS01740	NZ_CP051858.1	341187	342392	-	1206	10	3	7	5	0	4	21	13	11	11	7	11
HIS92_RS01745	NZ_CP051858.1	342658	344967	-	2310	729	616	1318	870	658	1097	419	687	1163	603	904	572
HIS92_RS01750	NZ_CP051858.1	345079	345471	+	393	28	20	20	18	18	9	40	46	34	28	23	24
HIS92_RS01755	NZ_CP051858.1	345607	345930	+	324	16	7	11	5	6	7	17	15	5	4	8	4
HIS92_RS01760	NZ_CP051858.1	346239	348314	-	2076	36	25	52	43	57	51	48	46	33	43	30	24
HIS92_RS01765	NZ_CP051858.1	349329	349652	-	324	2	14	10	4	7	12	16	13	16	24	5	15
HIS92_RS01770	NZ_CP051858.1	349673	350143	-	471	7	5	10	10	11	15	15	6	15	6	11	2
HIS92_RS01775	NZ_CP051858.1	350415	351089	+	675	44	47	62	46	43	52	37	39	41	22	43	29
HIS92_RS01780	NZ_CP051858.1	351086	352459	+	1374	153	122	165	156	138	176	73	104	104	98	117	77
HIS92_RS01785	NZ_CP051858.1	352653	352868	-	216	83	83	153	82	76	82	60	83	137	62	85	64
HIS92_RS01790	NZ_CP051858.1	353216	354661	-	1446	880	744	1218	1250	1111	1529	714	655	876	619	618	457
HIS92_RS01795	NZ_CP051858.1	355299	356183	-	885	21	9	19	22	23	8	16	10	16	11	6	4
HIS92_RS01800	NZ_CP051858.1	356543	357880	+	1338	128	92	136	104	120	112	118	114	160	97	106	64
HIS92_RS01805	NZ_CP051858.1	358239	358817	+	579	8	5	2	6	4	4	12	7	5	7	4	2
HIS92_RS01810	NZ_CP051858.1	358933	360720	+	1788	247	216	279	273	243	306	224	291	312	193	239	188
HIS92_RS01815	NZ_CP051858.1	361194	361391	-	198	0	2	0	1	4	2	1	4	3	7	5	2
HIS92_RS01820	NZ_CP051858.1	361431	362777	-	1347	7	14	14	19	10	10	15	7	17	22	11	7
HIS92_RS01825	NZ_CP051858.1	363341	365170	-	1830	140	103	152	134	129	190	107	107	155	101	117	67
HIS92_RS01830	NZ_CP051858.1	365187	365948	-	762	32	30	57	28	45	53	15	31	25	26	26	25
HIS92_RS01835	NZ_CP051858.1	366196	367272	-	1077	65	61	106	104	87	119	18	32	60	35	44	28
HIS92_RS01840	NZ_CP051858.1	367269	367955	-	687	25	24	76	36	27	47	10	16	31	3	11	9
HIS92_RS01845	NZ_CP051858.1	368147	369097	-	951	21	10	34	10	17	16	5	8	24	11	17	5
HIS92_RS01850	NZ_CP051858.1	369462	369890	-	429	20	10	25	48	33	28	4	12	11	30	13	24
HIS92_RS01855	NZ_CP051858.1	370563	372674	+	2112	808	799	1400	1196	1006	1178	619	993	1404	854	1256	850
HIS92_RS01860	NZ_CP051858.1	372886	376083	-	3198	48	40	83	62	53	97	65	41	86	46	76	43
HIS92_RS01865	NZ_CP051858.1	376668	378146	-	1479	114	142	189	190	166	182	69	153	154	123	170	108
HIS92_RS01870	NZ_CP051858.1	378543	379139	+	597	0	1	0	1	0	5	0	1	3	0	0	0
HIS92_RS01875	NZ_CP051858.1	379225	380220	-	996	864	577	1102	769	583	827	418	630	696	296	412	335
HIS92_RS01880	NZ_CP051858.1	380491	381723	-	1233	40	32	44	54	38	58	27	28	29	32	29	23
HIS92_RS01885	NZ_CP051858.1	382026	382439	-	414	17	15	18	38	38	33	14	16	16	23	14	13
HIS92_RS01890	NZ_CP051858.1	382611	383369	-	759	10	16	5	28	29	25	12	13	5	28	16	5
HIS92_RS01895	NZ_CP051858.1	383731	384651	-	921	3	6	3	8	0	3	3	6	5	4	3	2
HIS92_RS01900	NZ_CP051858.1	384867	385448	+	582	2	0	1	1	0	0	1	0	5	3	0	0
HIS92_RS01905	NZ_CP051858.1	385599	386702	+	1104	3799	3513	4631	4503	4069	4302	1503	2270	2062	2719	2520	1826
HIS92_RS01910	NZ_CP051858.1	386753	387424	-	672	9	9	13	4	7	22	10	12	20	7	25	14
HIS92_RS01915	NZ_CP051858.1	387424	388488	-	1065	27	13	23	17	22	22	23	23	62	18	20	21
HIS92_RS01920	NZ_CP051858.1	388673	389296	+	624	698	596	282	692	874	435	403	590	407	494	419	254
HIS92_RS01925	NZ_CP051858.1	389365	390624	+	1260	151	170	48	146	232	118	103	135	140	104	141	59
HIS92_RS01930	NZ_CP051858.1	390758	391228	-	471	23	27	38	30	25	39	12	25	20	28	31	17
HIS92_RS01935	NZ_CP051858.1	391431	392807	-	1377	96	74	112	99	94	115	228	116	103	86	68	55
HIS92_RS01940	NZ_CP051858.1	392809	393486	-	678	44	31	51	14	31	49	68	32	45	20	23	25
HIS92_RS01945	NZ_CP051858.1	393648	394313	-	666	0	1	1	3	0	0	3	1	4	0	1	4
HIS92_RS01950	NZ_CP051858.1	394428	394880	+	453	24	15	22	27	22	15	10	14	12	10	6	5
HIS92_RS01955	NZ_CP051858.1	394906	395424	+	519	30	18	36	34	20	35	22	13	12	4	24	8
HIS92_RS01960	NZ_CP051858.1	395448	396071	+	624	47	48	88	56	45	56	19	23	36	26	27	17
HIS92_RS01965	NZ_CP051858.1	396285	397124	-	840	782	631	973	736	608	906	504	568	623	411	426	284
HIS92_RS01970	NZ_CP051858.1	397456	398097	-	642	148	81	174	45	52	83	193	174	162	27	55	34
HIS92_RS01975	NZ_CP051858.1	398580	398975	+	396	20	11	10	17	13	10	7	8	11	12	13	18
HIS92_RS01980	NZ_CP051858.1	399366	399875	-	510	110	109	121	116	101	108	50	92	84	60	65	43
HIS92_RS01985	NZ_CP051858.1	400018	401265	-	1248	819	601	817	624	598	711	851	778	777	535	603	456
HIS92_RS01990	NZ_CP051858.1	401279	402451	-	1173	71	46	67	40	71	83	149	71	95	58	50	22
HIS92_RS01995	NZ_CP051858.1	402464	403546	-	1083	76	43	57	66	57	70	210	79	83	36	56	47
HIS92_RS02000	NZ_CP051858.1	403756	403947	-	192	63	50	49	50	54	43	85	48	43	37	35	18
HIS92_RS02005	NZ_CP051858.1	404037	405104	-	1068	317	214	259	277	253	284	255	205	159	132	131	101
HIS92_RS02010	NZ_CP051858.1	405306	405545	-	240	129	125	172	156	125	127	77	126	135	102	96	64
HIS92_RS02015	NZ_CP051858.1	405839	406666	-	828	291	247	333	319	292	263	112	201	230	130	154	129
HIS92_RS02020	NZ_CP051858.1	407219	409609	-	2391	5	12	21	10	18	26	14	8	10	9	9	17
HIS92_RS02025	NZ_CP051858.1	409685	410527	-	843	5	2	8	5	2	6	5	3	5	2	0	0
HIS92_RS02030	NZ_CP051858.1	410903	412681	-	1779	1736	1385	2547	2069	2413	3680	572	928	1060	716	767	662
HIS92_RS02035	NZ_CP051858.1	412958	413233	+	276	2	3	7	5	6	4	4	7	2	6	6	5
HIS92_RS02040	NZ_CP051858.1	413390	413971	-	582	139	97	177	118	122	179	84	133	168	89	141	95
HIS92_RS02045	NZ_CP051858.1	414194	415444	+	1251	6	7	13	7	1	11	9	16	10	3	7	1
HIS92_RS02050	NZ_CP051858.1	415589	416047	-	459	21	16	34	24	26	22	9	17	10	18	22	5
HIS92_RS02055	NZ_CP051858.1	416203	417159	-	957	0	3	1	11	20	7	7	8	5	5	1	4
HIS92_RS02060	NZ_CP051858.1	417216	417545	-	330	0	0	2	2	2	0	0	0	2	0	2	1
HIS92_RS02065	NZ_CP051858.1	417647	417985	-	339	0	0	1	1	2	5	1	1	2	4	1	2
HIS92_RS02070	NZ_CP051858.1	418113	418487	-	375	2	9	8	6	10	9	5	7	19	16	20	9
HIS92_RS02075	NZ_CP051858.1	418591	419079	-	489	3	19	16	14	31	20	20	24	26	27	35	16
HIS92_RS02080	NZ_CP051858.1	419306	420013	+	708	261	151	249	161	172	184	156	182	192	93	118	74
HIS92_RS02085	NZ_CP051858.1	420125	420451	-	327	436	467	505	501	471	529	612	988	910	1046	1064	759
HIS92_RS02090	NZ_CP051858.1	421244	421699	-	456	6	6	4	13	14	7	2	1	7	0	3	1
HIS92_RS02095	NZ_CP051858.1	421724	422122	-	399	4	3	5	8	2	0	0	3	0	1	2	0
HIS92_RS02100	NZ_CP051858.1	422337	422813	-	477	51	54	51	45	54	81	44	35	41	36	29	31
HIS92_RS02105	NZ_CP051858.1	422849	423277	-	429	11	20	23	27	14	34	12	19	20	25	12	13
HIS92_RS02110	NZ_CP051858.1	423274	424014	-	741	13	23	28	12	23	31	5	19	33	19	26	18
HIS92_RS02115	NZ_CP051858.1	424194	424907	-	714	51	21	42	30	49	51	48	36	54	24	38	21
HIS92_RS02120	NZ_CP051858.1	424927	425706	-	780	21	30	31	25	24	29	65	38	43	33	25	7
HIS92_RS02125	NZ_CP051858.1	425755	426348	-	594	12	10	7	12	11	13	19	16	19	9	8	7
HIS92_RS02130	NZ_CP051858.1	426474	427183	-	710	3	0	1	1	0	4	1	0	0	0	3	1
HIS92_RS02135	NZ_CP051858.1	427184	427363	-	180	259	229	307	271	251	348	88	105	102	147	102	77
HIS92_RS02140	NZ_CP051858.1	427713	428150	-	438	384	353	455	442	444	447	150	135	170	196	193	129
HIS92_RS02145	NZ_CP051858.1	428156	429781	-	1626	97	99	141	138	143	200	84	66	70	82	70	41
HIS92_RS02150	NZ_CP051858.1	429815	430141	-	327	1	0	0	2	2	4	7	1	9	2	3	1
HIS92_RS02155	NZ_CP051858.1	430141	430860	-	720	9	9	7	13	15	23	53	5	6	20	12	2
HIS92_RS02160	NZ_CP051858.1	430883	431188	-	306	2	0	3	2	1	1	4	1	7	2	2	1
HIS92_RS02165	NZ_CP051858.1	431215	431637	-	423	3	5	3	4	8	7	14	4	10	4	5	4
HIS92_RS02170	NZ_CP051858.1	432239	432958	-	720	706	593	1374	1023	870	1214	200	398	424	459	553	339
HIS92_RS02175	NZ_CP051858.1	433019	434197	-	1179	971	1162	1954	1791	1485	1980	351	737	873	990	1080	696
HIS92_RS02180	NZ_CP051858.1	434852	435052	-	201	125	126	183	161	170	172	125	144	145	121	125	99
HIS92_RS02185	NZ_CP051858.1	435036	436232	-	1197	284	244	361	281	299	400	360	331	391	332	367	273
HIS92_RS02190	NZ_CP051858.1	436345	436572	-	228	40	41	50	39	43	41	134	137	134	137	144	97
HIS92_RS02195	NZ_CP051858.1	436634	437536	-	903	283	233	188	270	314	277	841	1090	821	759	768	467
HIS92_RS02200	NZ_CP051858.1	437726	438142	+	417	194	192	358	294	274	305	77	214	299	195	252	149
HIS92_RS02205	NZ_CP051858.1	438158	439357	+	1200	442	518	834	695	632	767	462	552	737	433	608	450
HIS92_RS02210	NZ_CP051858.1	439458	440717	+	1260	275	228	437	283	434	510	199	272	374	250	455	259
HIS92_RS02215	NZ_CP051858.1	441456	442823	-	1368	24	26	42	56	45	62	39	36	44	37	47	37
HIS92_RS02220	NZ_CP051858.1	442947	443051	+	105	1	2	0	0	0	4	1	0	0	0	0	0
HIS92_RS02225	NZ_CP051858.1	443114	443467	-	354	13	8	24	21	32	33	26	19	27	14	17	14
HIS92_RS02230	NZ_CP051858.1	443464	444039	-	576	13	20	19	31	22	28	16	14	19	8	15	13
HIS92_RS02235	NZ_CP051858.1	444063	444452	-	390	6	4	9	11	18	13	9	6	6	14	11	7
HIS92_RS02240	NZ_CP051858.1	444716	444973	-	258	45	43	72	60	57	68	13	29	49	57	43	32
HIS92_RS02245	NZ_CP051858.1	445304	445495	+	192	2	0	4	3	1	1	0	3	0	5	6	6
HIS92_RS02250	NZ_CP051858.1	445526	446248	-	723	74	84	155	211	256	156	77	119	143	115	203	110
HIS92_RS02255	NZ_CP051858.1	446431	447132	-	702	63	80	133	132	108	158	104	86	148	80	76	82
HIS92_RS02260	NZ_CP051858.1	447105	448766	-	1662	96	101	183	167	189	247	220	164	213	121	175	112
HIS92_RS02265	NZ_CP051858.1	448739	449617	-	879	21	19	72	47	48	50	98	33	51	33	33	34
HIS92_RS02270	NZ_CP051858.1	449640	450458	-	819	133	95	229	213	179	317	167	117	206	126	173	99
HIS92_RS02275	NZ_CP051858.1	450516	452402	-	1887	1655	1533	2141	1786	1851	2434	1801	1351	1613	1209	964	745
HIS92_RS02280	NZ_CP051858.1	452742	453221	-	480	21	19	19	10	22	32	10	8	23	15	13	13
HIS92_RS02285	NZ_CP051858.1	453421	454851	+	1431	8	3	7	5	3	1	1	3	7	8	1	3
HIS92_RS02290	NZ_CP051858.1	454998	455825	-	828	399	254	431	181	216	241	251	245	274	119	106	68
HIS92_RS02295	NZ_CP051858.1	456325	456681	-	357	1	2	0	0	0	0	0	1	3	0	1	2
HIS92_RS02300	NZ_CP051858.1	456892	457770	-	879	18	7	9	7	4	5	15	5	4	4	4	8
HIS92_RS02305	NZ_CP051858.1	458295	458771	-	477	135	137	158	199	244	211	152	206	146	170	126	90
HIS92_RS02310	NZ_CP051858.1	459112	460389	+	1278	11	8	29	8	12	15	12	11	14	7	8	6
HIS92_RS02315	NZ_CP051858.1	460552	460863	+	312	1	0	2	3	1	0	0	0	0	1	0	0
HIS92_RS02320	NZ_CP051858.1	461086	461685	+	600	6	5	1	1	3	7	1	4	6	0	4	2
HIS92_RS02325	NZ_CP051858.1	461847	462227	-	381	85	39	67	89	66	57	10	54	30	28	34	22
HIS92_RS02330	NZ_CP051858.1	462356	463039	+	684	227	216	306	195	226	235	99	121	127	154	142	117
HIS92_RS02335	NZ_CP051858.1	463195	463476	+	282	122	119	213	125	106	136	89	109	114	78	86	58
HIS92_RS02340	NZ_CP051858.1	463527	464585	-	1059	4	9	11	15	10	12	5	6	6	2	4	2
HIS92_RS02345	NZ_CP051858.1	464868	465344	+	477	11	5	4	6	3	9	5	6	9	5	6	4
HIS92_RS02350	NZ_CP051858.1	465416	466354	+	939	3	0	2	3	3	2	3	4	5	4	4	2
HIS92_RS02355	NZ_CP051858.1	466417	467139	-	723	2	2	0	0	3	15	4	2	4	8	6	3
HIS92_RS02360	NZ_CP051858.1	467477	468235	-	759	35	49	52	80	112	121	42	50	42	90	69	65
HIS92_RS02365	NZ_CP051858.1	468293	469951	-	1659	224	183	286	541	553	613	246	208	189	449	415	312
HIS92_RS02370	NZ_CP051858.1	469944	470669	-	726	118	115	116	220	269	306	71	126	94	178	175	117
HIS92_RS02375	NZ_CP051858.1	470758	470952	-	195	1	1	3	6	2	1	5	4	3	2	1	0
HIS92_RS02380	NZ_CP051858.1	471132	471491	+	360	15	10	26	37	20	21	8	6	6	16	21	8
HIS92_RS02385	NZ_CP051858.1	471479	471682	+	204	9	11	8	8	13	8	1	6	14	5	7	2
HIS92_RS02390	NZ_CP051858.1	471730	472695	-	966	456	343	550	432	421	560	346	407	378	395	386	274
HIS92_RS02395	NZ_CP051858.1	472925	473635	-	711	341	310	368	339	358	389	233	238	250	241	215	192
HIS92_RS02400	NZ_CP051858.1	473723	474745	-	1023	704	483	732	612	676	784	529	536	607	364	455	307
HIS92_RS02405	NZ_CP051858.1	475011	475733	-	723	42	21	78	61	66	67	27	20	29	15	29	16
HIS92_RS02410	NZ_CP051858.1	475857	476696	+	840	29	17	24	43	42	33	31	26	17	36	48	39
HIS92_RS02415	NZ_CP051858.1	476714	477163	+	450	16	12	11	30	36	22	17	8	3	25	22	17
HIS92_RS02420	NZ_CP051858.1	477256	477510	-	255	16	9	21	14	16	20	4	8	11	11	6	7
HIS92_RS02425	NZ_CP051858.1	477601	477981	-	381	23	25	27	40	29	42	35	25	40	18	29	11
HIS92_RS02430	NZ_CP051858.1	478043	479071	-	1029	56	46	79	65	42	67	42	50	55	20	46	15
HIS92_RS02435	NZ_CP051858.1	479194	480387	-	1194	3	2	6	7	2	6	19	11	19	9	6	4
HIS92_RS02440	NZ_CP051858.1	480444	481007	-	564	0	2	5	3	3	4	5	2	5	1	4	4
HIS92_RS02445	NZ_CP051858.1	481381	483870	-	2490	152	137	180	181	185	200	136	124	153	137	164	103
HIS92_RS02450	NZ_CP051858.1	483867	484625	-	759	33	27	39	39	35	61	29	24	24	33	32	25
HIS92_RS02455	NZ_CP051858.1	484618	484767	-	150	0	1	0	1	0	0	2	1	0	0	0	0
HIS92_RS02460	NZ_CP051858.1	484823	485869	-	1047	16	10	27	28	18	22	23	12	14	13	13	16
HIS92_RS02465	NZ_CP051858.1	486219	487376	+	1158	275	177	266	534	448	502	155	194	184	351	305	229
HIS92_RS02470	NZ_CP051858.1	487405	488526	-	1122	294	274	495	524	493	608	188	216	271	290	348	305
